Fecha,, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
18/4/2021,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 19, SALTO, SALTO, 1, 415950, 6527645 
2/6/2021,, ALEJANDRO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 15, FLORIDA, FLORIDA, 1, 572570, 6226305 
26/4/2021,, RUTA 12, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 18, COLONIA, SIN DATOS, 1, 463745, 6251350 
27/4/2021,, DOCTOR ANGEL FORTUNATO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, COLONIA, OMBUES DE LAVALLE, 1, 425230, 6244135 
18/5/2021,, GUARAPIRU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 577615, 6144610 
1/4/2021,, FRANCISCO SOLANO ANTUÑA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 3, MONTEVIDEO, MONTEVIDEO, 1, 577470, 6135635 
16/6/2021,, AVENIDA ARMANDO I BARBIERI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 19, SALTO, SALTO, 1, 407645, 6527795 
14/6/2021,, GENERAL MANUEL ORIBE, DESPISTE, LEVE, LUNES, 11, ARTIGAS, ARTIGAS, 1, 551405, 6636290 
12/5/2021,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MALDONADO, MALDONADO, 1, 685580, 6137875 
16/5/2021,, FERNANDO SECCO APARICIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, TACUAREMBO, TACUAREMBO, 1, 597685, 6492150 
8/5/2021,, VENTURA SENA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, RIO NEGRO, BARRIO ANGLO, 1, 376020, 6334610 
15/6/2021,, DOMINGO HERMIDA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 2, MALDONADO, PINARES - LAS DELICIAS, 1, 686560, 6133390 
1/4/2021,, MONTEVIDEO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, JUEVES, 23, RIO NEGRO, YOUNG, 1, 440525, 6381685 
4/6/2021,, JOSE RAFFO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 20, SALTO, SALTO, 1, 410260, 6527340 
29/5/2021,, FRANCISCO FONDAR, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 15, FLORES, TRINIDAD, 1, 509515, 6291100 
9/4/2021,, GRAL. LIBER SEREGNI, CAÍDA, LEVE, VIERNES, 10, SALTO, SALTO, 1, 408795, 6528535 
21/4/2021,, RUTA DE ACCESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 572355, 6140645 
2/6/2021,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, FLORIDA, FLORIDA, 1, 572165, 6225740 
5/5/2021,, RUTA 61 KM 122, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 19, COLONIA, SIN DATOS, 1, 472625, 6206130 
18/6/2021,, DOCTOR FRANCISCO SOCA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, CANELONES, CANELONES, 1, 565750, 6180325 
24/6/2021,, CAMINO LAS CAÑAS, DESPISTE, LEVE, JUEVES, 20, RIO NEGRO, SIN DATOS, 1, 374035, 6330025 
18/5/2021,, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 10, FLORIDA, FLORIDA, 1, 572330, 6226700 
20/5/2021,, U. BARREIRO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 13, FLORIDA, FLORIDA, 1, 571620, 6226335 
13/6/2021,, CAMINO GENERAL MAXIMO SANTOS, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, DOMINGO, 1, MONTEVIDEO, MONTEVIDEO, 1, 571000, 6146475 
24/4/2021,, AVENIDA INGENIERO LUIS GIANNATTASIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 14, CANELONES, LAGOMAR, 1, 592850, 6144605 
30/4/2021,, AVENIDA JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 11, MALDONADO, MALDONADO, 1, 686990, 6136360 
19/6/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, MONTEVIDEO, MONTEVIDEO, 1, 574190, 6139205 
27/6/2021,, CONTINUACION BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 4, CANELONES, SANTA LUCIA, 1, 554645, 6185655 
17/6/2021,, SIN DATOS, DESPISTE, LEVE, JUEVES, 14, PAYSANDU, SIN DATOS, 1, 432535, 6452780 
22/6/2021,, MIGUELETE, CAÍDA, LEVE, MARTES, 20, MONTEVIDEO, MONTEVIDEO, 1, 574280, 6137900 
17/4/2021,, AVENIDA ROCHA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, MALDONADO, SAN CARLOS, 1, 691280, 6148820 
13/5/2021,, SIMON DEL PINO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MALDONADO, MALDONADO, 1, 687705, 6135225 
24/6/2021,, DIECIOCHO DE JULIO, ATROPELLO DE PEATÓN, LEVE, JUEVES, 3, DURAZNO, DURAZNO, 1, 544185, 6306735 
19/6/2021,, AVENIDA AGRACIADA, CAÍDA, LEVE, SÁBADO, 20, MONTEVIDEO, MONTEVIDEO, 1, 574125, 6139040 
3/5/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 14, PAYSANDU, SIN DATOS, 1, 419955, 6460675 
5/5/2021,, MAIPU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 577950, 6138635 
30/4/2021,, TOMAS GOMENSORO, CAÍDA, LEVE, VIERNES, 18, SORIANO, MERCEDES, 1, 404665, 6319955 
19/6/2021,, TREBOL DE RUTA 14 Y 15 FRENTE A SAMAN, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 17, ROCHA, SIN DATOS, 1, 758095, 6270340 
16/5/2021,, OCHO DE OCTUBRE, CAÍDA, GRAVE, DOMINGO, 5, LAVALLEJA, SOLIS DE MATAOJO, 1, 640440, 6170415 
15/5/2021,, VENTURA ESQUINA CUÑAPIRU, CAÍDA, LEVE, SÁBADO, 20, CANELONES, BARROS BLANCOS, 1, 590750, 6151410 
17/4/2021,, BURDEOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 568090, 6140200 
14/6/2021,, GENERAL TIMOTEO APARICIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 579040, 6140525 
3/6/2021,, ENTRADA VIEJA SAN FELIX, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 1, PAYSANDU, SAN FELIX, 1, 396460, 6419970 
16/6/2021,, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 566665, 6143095 
18/4/2021,, CAMINO CARAPE A 28KM DE P. EDEN, DESPISTE, SIN LESIONADOS, DOMINGO, 13, MALDONADO, SIN DATOS, 1, 681390, 6168785 
14/4/2021,, URUGUAY, DESPISTE, LEVE, MIÉRCOLES, 0, MALDONADO, PIRIAPOLIS, 1, 658380, 6140690 
17/6/2021,, MISIONES (CALLE 8 PORTAL PLIS), CAÍDA, LEVE, JUEVES, 19, MALDONADO, PIRIAPOLIS, 1, 656390, 6141945 
1/6/2021,, AVENIDA GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 587475, 6139770 
9/5/2021,, BVAR. FRANCISCO MATA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 0, CERRO LARGO, MELO, 1, 766835, 6415215 
29/5/2021,, PANCHO LOPEZ Y LEANDRO GÓMEZ, DESPISTE, SIN LESIONADOS, SÁBADO, 7, FLORES, SIN DATOS, 1, 508780, 6290245 
13/6/2021,, CIUDAD DE YOUNG, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 11, PAYSANDU, PAYSANDU, 1, 400040, 6422865 
3/4/2021,, CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 12, FLORES, TRINIDAD, 1, 509310, 6290905 
16/5/2021,, JULIA DE ALMENARA, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 1, CANELONES, LAGOMAR, 1, 592840, 6144610 
30/4/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 9, TACUAREMBO, PASO DE LOS TOROS, 1, 545525, 6370025 
21/5/2021,, RUTA DOCE, DESPISTE, SIN LESIONADOS, VIERNES, 7, LAVALLEJA, SIN DATOS, 1, 658340, 6195340 
28/6/2021,, RUTA 1 Y RUTA 89, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, SAN JOSE, LIBERTAD, 1, 533555, 6167740 
4/6/2021,, GENERAL FRUCTUOSO RIVERA, CAÍDA, LEVE, VIERNES, 11, SALTO, SALTO, 1, 408310, 6526765 
6/6/2021,, AV. FRANCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, MALDONADO, PUNTA DEL ESTE, 1, 687635, 6131905 
22/5/2021,, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, TREINTA Y TRES, TREINTA Y TRES, 1, 743720, 6319125 
1/4/2021,, ZELMAR MICHELINI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 10, MALDONADO, PINARES - LAS DELICIAS, 1, 686235, 6134560 
23/6/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 580135, 6137770 
8/5/2021,, MONTEVIDEO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, PAYSANDU, GUICHON, 1, 481420, 6420025 
9/4/2021,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, PAYSANDU, PAYSANDU, 1, 398500, 6425760 
31/5/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, SORIANO, MERCEDES, 1, 403940, 6320445 
20/6/2021,, CAMINO GUAYCURU A 5 KM DE RUTA 3, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 16, SAN JOSE, SIN DATOS, 1, 521910, 6204750 
20/6/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 11, RIO NEGRO, FRAY BENTOS, 1, 378305, 6334350 
6/6/2021,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 17, LAVALLEJA, SOLIS DE MATAOJO, 1, 640610, 6170800 
4/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 18, TREINTA Y TRES, SIN DATOS, 1, 739465, 6316200 
12/4/2021,, RUTA DOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, SORIANO, MERCEDES, 1, 405250, 6319745 
8/4/2021,, GESTIDO Y RIO DE JANEIRO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 10, CANELONES, LAGOMAR, 1, 593490, 6143765 
7/4/2021,, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 571320, 6145805 
27/4/2021,, JUAN ORTIZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 6, TREINTA Y TRES, TREINTA Y TRES, 1, 744135, 6320005 
23/5/2021,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 15, COLONIA, CARMELO, 1, 380445, 6237455 
17/6/2021,, RUTA 34 Y RUTA 87, DESPISTE, LEVE, JUEVES, 13, CANELONES, SIN DATOS, 1, 603035, 6155675 
7/4/2021,, RAMBLA GRAN BRETAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 7, MONTEVIDEO, MONTEVIDEO, 1, 572645, 6136615 
11/6/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 18, MONTEVIDEO, SIN DATOS, 1, 585450, 6149195 
14/6/2021,, AVENIDA BOLIVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 584345, 6138860 
2/5/2021,, GENERAL FLORES, CAÍDA, GRAVE, DOMINGO, 10, TACUAREMBO, TACUAREMBO, 1, 596435, 6490575 
10/6/2021,, FERNANDO CARBALLO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 0, COLONIA, COLONIA DEL SACRAMENTO, 1, 425190, 6187860 
21/6/2021,, LUIS MARÍA DA SILVEIRA, ATROPELLO DE ANIMALES, LEVE, LUNES, 12, CERRO LARGO, MELO, 1, 768330, 6415855 
28/5/2021,, JOSE ELLAURI, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 577300, 6136050 
28/4/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 578205, 6139725 
13/4/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 7, TACUAREMBO, TACUAREMBO, 1, 595995, 6490990 
4/5/2021,, MARCELINO SOSA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 574335, 6139135 
25/4/2021,, AV LA PLAYA ESQUINA AV GIANNATTASIO, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 18, CANELONES, PARQUE CARRASCO, 1, 589535, 6141460 
12/6/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 21, TACUAREMBO, TACUAREMBO, 1, 595580, 6490555 
22/6/2021,, WASHINGTON BELTRAN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 14, TACUAREMBO, TACUAREMBO, 1, 596715, 6490440 
29/5/2021,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 6, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 590130, 6144050 
10/5/2021,, INTENDENTE OLIVER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, TACUAREMBO, TACUAREMBO, 1, 595655, 6491240 
4/6/2021,, AVENIDA BOLIVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 584680, 6138615 
6/6/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, FLORIDA, FLORIDA, 1, 573520, 6226500 
25/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 10, CERRO LARGO, SIN DATOS, 1, 759700, 6415460 
18/5/2021,, PETEROA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 580170, 6143810 
25/5/2021,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 580650, 6144595 
12/5/2021,, JAIME ROLDOS Y PONS, CAÍDA, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 577330, 6142285 
19/5/2021,, AV. WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, PAYSANDU, PAYSANDU, 1, 399350, 6424805 
21/6/2021,, VEINTICINCO DE MAYO, ATROPELLO DE PEATÓN, LEVE, LUNES, 18, TACUAREMBO, TACUAREMBO, 1, 595185, 6489555 
12/5/2021,, A. W. ALDUNATE ESQ. H. G. LAGOS, ATROPELLO DE ANIMALES, LEVE, MIÉRCOLES, 10, CANELONES, PASO CARRASCO, 1, 586370, 6141755 
24/4/2021,, AVENIDA GENERAL RIVERA, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 18, MONTEVIDEO, MONTEVIDEO, 1, 578245, 6137435 
19/5/2021,, SIN DATOS, ATROPELLO DE ANIMALES, LEVE, MIÉRCOLES, 23, TACUAREMBO, SIN DATOS, 1, 595480, 6486080 
4/6/2021,, DOCTOR MORQUIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, DURAZNO, DURAZNO, 1, 544800, 6305940 
20/5/2021,, JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 14, TACUAREMBO, TACUAREMBO, 1, 596835, 6491005 
15/5/2021,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 5, SALTO, SALTO, 1, 408235, 6527170 
15/4/2021,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 16, MONTEVIDEO, MONTEVIDEO, 1, 575440, 6141030 
29/4/2021,, BASILIO ARAUJO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 16, MALDONADO, MALDONADO, 1, 687105, 6135530 
6/4/2021,, F. GILOMEN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, COLONIA, NUEVA HELVECIA, 1, 479215, 6207285 
11/6/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 574325, 6139625 
4/4/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, DOMINGO, 1, CANELONES, SIN DATOS, 1, 609215, 6161100 
23/6/2021,, ALSACIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, MONTEVIDEO, MONTEVIDEO, 1, 579670, 6144800 
1/5/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, SÁBADO, 20, SALTO, SIN DATOS, 1, 441060, 6526380 
22/6/2021,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, MONTEVIDEO, MONTEVIDEO, 1, 572990, 6142520 
7/4/2021,, JOSE PEDRO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, ROCHA, ROCHA, 1, 744825, 6181025 
17/4/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, SÁBADO, 10, ROCHA, SIN DATOS, 1, 747540, 6241075 
20/6/2021,, JUANA DE IBARBOUROU, CAÍDA, LEVE, DOMINGO, 3, SORIANO, PALMITAS, 1, 424910, 6291780 
26/5/2021,, CELIAR LOPEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 12, ARTIGAS, ARTIGAS, 1, 549790, 6636520 
3/5/2021,, RIVERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, LUNES, 11, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 555755, 6152515 
13/5/2021,, AVENIDA APOLON DE MIRBEK, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 20, SALTO, SIN DATOS, 1, 407745, 6529390 
27/5/2021,, RUPERTO PEREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 22, MONTEVIDEO, MONTEVIDEO, 1, 570395, 6141940 
28/5/2021,, CELEDONIO ROJAS, ATROPELLO DE PEATÓN, LEVE, VIERNES, 18, TREINTA Y TRES, TREINTA Y TRES, 1, 743770, 6321435 
20/4/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MARTES, 19, LAVALLEJA, SIN DATOS, 1, 706595, 6248280 
15/5/2021,, PIEDRAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, ARTIGAS, TOMAS GOMENSORO, 1, 458395, 6633160 
10/6/2021,, RÍO NEGRO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, CANELONES, EL PINAR, 1, 598525, 6149465 
1/4/2021,, JOANICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 578730, 6140730 
5/5/2021,, CAMINO EDISON, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 572080, 6146135 
4/4/2021,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, PAYSANDU, PAYSANDU, 1, 398555, 6426130 
15/4/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 22, TACUAREMBO, SIN DATOS, 1, 591425, 6487420 
4/5/2021,, ACCESOS KM 2, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 571660, 6140775 
26/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, CANELONES, SIN DATOS, 1, 566995, 6175940 
21/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 582110, 6149705 
8/5/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 22, DURAZNO, DURAZNO, 1, 544485, 6306225 
21/5/2021,, LAFAYETTE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 572685, 6145555 
2/5/2021,, CABILDO, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 10, SORIANO, VILLA SORIANO, 1, 377085, 6304035 
20/4/2021,, BENITO NARDONE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 17, MALDONADO, CERRO PELADO, 1, 684755, 6138270 
26/6/2021,, RAMBLA MAHATMA GANDHI, ATROPELLO DE PEATÓN, GRAVE, SÁBADO, 1, MONTEVIDEO, MONTEVIDEO, 1, 577740, 6135560 
24/4/2021,, PUBLICA, CAÍDA, LEVE, SÁBADO, 23, LAVALLEJA, JOSE PEDRO VARELA, 1, 728285, 6295255 
18/6/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 8, ARTIGAS, ARTIGAS, 1, 550570, 6634505 
29/6/2021,, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 578405, 6139190 
17/4/2021,, RAMBLA COSTANERA Y VENEZUELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 16, CANELONES, EL PINAR, 1, 599355, 6147445 
30/4/2021,, LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 571680, 6156945 
12/6/2021,, MISIONES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 11, MALDONADO, PIRIAPOLIS, 1, 658230, 6140675 
15/5/2021,, DOCTOR ALBERTO ZUBIRIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, MONTEVIDEO, MONTEVIDEO, 1, 573490, 6143630 
13/5/2021,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 21, MONTEVIDEO, MONTEVIDEO, 1, 578905, 6140720 
14/5/2021,, PAYSANDU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573000, 6137385 
30/5/2021,, AVENIDA ARMANDO I BARBIERI, CAÍDA, LEVE, DOMINGO, 5, SALTO, SALTO, 1, 409675, 6527455 
3/4/2021,, VIA_PUBLICA, CAÍDA, LEVE, SÁBADO, 15, ROCHA, ROCHA, 1, 744465, 6181405 
9/4/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 19, SAN JOSE, PLAYA PASCUAL, 1, 550485, 6155745 
30/4/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 19, RIVERA, SIN DATOS, 1, 718000, 6479670 
13/4/2021,, CIRCUNVALACION  CASI GARZON, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 0, MALDONADO, MALDONADO, 1, 686380, 6137220 
15/6/2021,, CAMOENS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 572915, 6145795 
28/5/2021,, ZORRILLA DE SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 572210, 6156565 
27/6/2021,, AVENIDA FRANKLIN DELANO ROOSEVELT, CAÍDA, LEVE, DOMINGO, 10, MALDONADO, PUNTA DEL ESTE, 1, 688160, 6132300 
11/6/2021,, RUTA NACIONAL OCHO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, CANELONES, PANDO, 1, 595195, 6156995 
19/6/2021,, TUCUMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MALDONADO, PIRIAPOLIS, 1, 657700, 6140340 
27/5/2021,, MINAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, RIO NEGRO, YOUNG, 1, 441620, 6381810 
2/6/2021,, CARDAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, MONTEVIDEO, MONTEVIDEO, 1, 578195, 6139510 
16/6/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, CANELONES, EMPALME OLMOS, 1, 600965, 6159520 
14/4/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, MIÉRCOLES, 23, FLORIDA, SIN DATOS, 1, 562870, 6265600 
3/6/2021,, PERIMETRAL Y PASO MORLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, SORIANO, CHACRAS DE DOLORES, 1, 388090, 6286795 
