Fecha,, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
15/7/2021,, AVENIDA DE LOS GAUCHOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 13, MALDONADO, MALDONADO, 1, 687885, 6135815 
9/9/2021,, EJIDO, CAÍDA, LEVE, JUEVES, 14, CERRO LARGO, MELO, 1, 766405, 6415810 
20/7/2021,, CAMINO CARMELO COLMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 577095, 6145750 
29/5/2021,, MONTERO VIDAURRETA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 6, MONTEVIDEO, MONTEVIDEO, 1, 570310, 6141435 
3/8/2021,, BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, SALTO, SALTO, 1, 409410, 6527040 
10/9/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 575630, 6142830 
6/9/2021,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, CAÍDA, LEVE, LUNES, 3, MONTEVIDEO, MONTEVIDEO, 1, 573285, 6142475 
7/8/2021,, TORRES GARCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 19, CANELONES, SIN DATOS, 1, 571980, 6157265 
4/8/2021,, FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, LAVALLEJA, MINAS, 1, 662145, 6194380 
2/7/2021,, RAMBLA MAHATMA GANDHI, DESPISTE, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 577710, 6135450 
9/9/2021,, SANTA MARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, MONTEVIDEO, MONTEVIDEO, 1, 569195, 6149145 
3/9/2021,, PASO CUFRÉ, DESPISTE, SIN LESIONADOS, VIERNES, 7, SAN JOSE, ECILDA PAULLIER, 1, 494970, 6197610 
31/8/2021,, AVENIDA JOSE BATLLE Y ORDOÑEZ, ATROPELLO DE PEATÓN, GRAVE, MARTES, 17, MALDONADO, MALDONADO, 1, 686995, 6136585 
6/9/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 0, TACUAREMBO, SIN DATOS, 1, 591825, 6487740 
24/9/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 5, ARTIGAS, SIN DATOS, 1, 447995, 6629025 
13/7/2021,, AVENIDA GENERAL RONDEAU, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 573845, 6137415 
5/9/2021,, EJIDO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, MALDONADO, SAN CARLOS, 1, 691240, 6148520 
1/8/2021,, ANTONIO ESTEFANELL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 16, PAYSANDU, PAYSANDU, 1, 397530, 6426795 
9/8/2021,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 15, LAVALLEJA, MINAS, 1, 662320, 6194740 
18/9/2021,, MANUEL LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, TREINTA Y TRES, TREINTA Y TRES, 1, 743610, 6320060 
13/9/2021,, AVENIDA DE LAS LEYES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 574220, 6138850 
6/7/2021,, AVENIDA CHIVERTA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MALDONADO, PUNTA DEL ESTE, 1, 688440, 6130380 
6/7/2021,, CAMINO "LAS MUCHAS", DESPISTE, SIN LESIONADOS, MARTES, 5, FLORES, SIN DATOS, 1, 515885, 6301295 
20/7/2021,, G. IMHOF, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 19, COLONIA, NUEVA HELVECIA, 1, 478825, 6205160 
6/9/2021,, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, SORIANO, MERCEDES, 1, 404780, 6320725 
15/8/2021,, AVENIDA LIBERTADOR BRIGADIER GENERAL LAVALLEJA, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 1, MONTEVIDEO, MONTEVIDEO, 1, 573625, 6137185 
18/8/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 19, SORIANO, DOLORES, 1, 386610, 6289605 
11/8/2021,, AVENIDA JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MALDONADO, MALDONADO, 1, 686985, 6136110 
1/8/2021,, AV. PROF. EUCLIDES PELUFFO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 17, MONTEVIDEO, MONTEVIDEO, 1, 579175, 6136575 
13/8/2021,, AVENIDA DE LAS AMERICAS, DESPISTE, SIN LESIONADOS, VIERNES, 12, CANELONES, BARRA DE CARRASCO, 1, 588195, 6140325 
4/7/2021,, ERNESTO MIQUELSON, CAÍDA, LEVE, DOMINGO, 13, TACUAREMBO, TACUAREMBO, 1, 595740, 6491490 
27/8/2021,, BLANCA CASTRO DE ARGENCIO, ATROPELLO DE ANIMALES, LEVE, VIERNES, 16, CERRO LARGO, FRAILE MUERTO, 1, 732710, 6400250 
29/7/2021,, BOULEVARD ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, MONTEVIDEO, MONTEVIDEO, 1, 576945, 6136305 
12/9/2021,, CAMINO DE LA COSTA KM. 22., ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 19, SAN JOSE, SIN DATOS, 1, 535310, 6178695 
20/9/2021,, AVENIDA ACROPOLIS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 579145, 6144135 
30/7/2021,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 11, TACUAREMBO, TACUAREMBO, 1, 595130, 6490405 
22/9/2021,, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576620, 6142825 
5/8/2021,, AVENIDA ARMANDO I BARBIERI, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, SALTO, SALTO, 1, 409075, 6527540 
3/7/2021,, PABLO ZUFRIATEGUI, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, TREINTA Y TRES, TREINTA Y TRES, 1, 743310, 6319910 
26/7/2021,, VEINTICINCO DE AGOSTO, CAÍDA, LEVE, LUNES, 13, SAN JOSE, LIBERTAD, 1, 534700, 6167170 
30/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, SIN DATOS, 1, 567295, 6152820 
8/9/2021,, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 21, CANELONES, SIN DATOS, 1, 571065, 6156145 
16/7/2021,, MANUEL MELENDEZ, CAÍDA, GRAVE, VIERNES, 18, MALDONADO, MALDONADO, 1, 688475, 6135940 
19/7/2021,, CAMINO CORONEL RAIZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 572825, 6143820 
8/8/2021,, DOCTOR ROMAN BERGALLI, CAÍDA, LEVE, DOMINGO, 13, MALDONADO, MALDONADO, 1, 686980, 6135620 
30/6/2021,, MANUEL RODRIGUEZ CORREA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, TACUAREMBO, TACUAREMBO, 1, 595310, 6490270 
17/7/2021,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MALDONADO, PIRIAPOLIS, 1, 658420, 6142000 
2/8/2021,, CAMINO A CASA BLANCA, CAÍDA, LEVE, LUNES, 21, PAYSANDU, SAN FELIX, 1, 396680, 6420275 
17/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, CANELONES, COLONIA NICOLICH, 1, 590750, 6146860 
1/8/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 2, FLORIDA, SIN DATOS, 1, 564020, 6261255 
7/9/2021,, ROCHA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 8, MALDONADO, SAN CARLOS, 1, 691205, 6148130 
21/7/2021,, EUSEBIO GIMENEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 6, SORIANO, MERCEDES, 1, 403980, 6320765 
20/9/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 21, FLORIDA, SIN DATOS, 1, 575635, 6220035 
3/9/2021,, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 568505, 6143805 
12/8/2021,, AV. ENRIQUE CHAPLIN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 13, PAYSANDU, PAYSANDU, 1, 400160, 6422255 
18/9/2021,, MONTE CARLO, ATROPELLO DE ANIMALES, GRAVE, SÁBADO, 18, CANELONES, BARROS BLANCOS, 1, 591450, 6155005 
3/7/2021,, PRESIDENTE FELICIANO ALBERTO VIERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, RIVERA, RIVERA, 1, 639045, 6579790 
30/6/2021,, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 576460, 6141235 
4/7/2021,, JULIO CESAR GRAUERT, CAÍDA, LEVE, DOMINGO, 19, FLORIDA, FLORIDA, 1, 571070, 6227235 
13/7/2021,, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 570820, 6142970 
2/9/2021,, SIN DATOS, ATROPELLO DE ANIMALES, LEVE, JUEVES, 16, SAN JOSE, DELTA DEL TIGRE Y VILLAS, 1, 552980, 6153805 
21/9/2021,, SANTO TOME, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 580275, 6143150 
27/8/2021,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, VIERNES, 21, COLONIA, ROSARIO, 1, 468795, 6200425 
27/9/2021,, GRECIA, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, LUNES, 4, MONTEVIDEO, MONTEVIDEO, 1, 568560, 6139770 
26/7/2021,, YUGOESLAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 569115, 6144055 
6/7/2021,, GENERAL PABLO GALARZA, CAÍDA, LEVE, MARTES, 20, DURAZNO, DURAZNO, 1, 544250, 6305775 
25/8/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, SAN JOSE, SIN DATOS, 1, 533145, 6168405 
30/6/2021,, GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, CANELONES, SIN DATOS, 1, 571050, 6155145 
7/7/2021,, VEINTICINCO DE MAYO, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 11, PAYSANDU, PORVENIR, 1, 408855, 6415300 
15/8/2021,, ALEGRIA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 18, SORIANO, MERCEDES, 1, 402970, 6318920 
2/9/2021,, DEL CHUY, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, ROCHA, CEBOLLATI, 1, 798540, 6314395 
5/7/2021,, AVENIDA ITALIA, ATROPELLO DE PEATÓN, GRAVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 582630, 6139345 
17/7/2021,, SOLIS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, MALDONADO, MALDONADO, 1, 686195, 6135535 
30/7/2021,, INTENDENTE ORESTES LANZA, CAÍDA, LEVE, VIERNES, 8, SALTO, SALTO, 1, 406635, 6525690 
7/7/2021,, MARIO FERREIRA, CAÍDA, LEVE, MIÉRCOLES, 22, CANELONES, ESTACION ATLANTIDA, 1, 613290, 6153950 
9/7/2021,, MANUEL DE CASTRO Y CAREAGA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, SORIANO, MERCEDES, 1, 403700, 6320615 
9/9/2021,, J. PONTET, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, COLONIA, COLONIA VALDENSE, 1, 476580, 6200195 
8/8/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 18, SALTO, SIN DATOS, 1, 410490, 6523980 
24/5/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, TACUAREMBO, TACUAREMBO, 1, 595725, 6490700 
10/9/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, ROCHA, SIN DATOS, 1, 827860, 6264115 
2/9/2021,, COLON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, MONTEVIDEO, MONTEVIDEO, 1, 572215, 6136970 
8/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 6, CANELONES, SIN DATOS, 1, 568795, 6195920 
25/8/2021,, DOCTOR LUIS CASANELLO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 3, COLONIA, COLONIA DEL SACRAMENTO, 1, 424330, 6185620 
26/8/2021,, DR. BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 7, RIVERA, RIVERA, 1, 641005, 6580770 
19/8/2021,, GUAYABOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 11, MONTEVIDEO, MONTEVIDEO, 1, 575000, 6137285 
20/7/2021,, SIN DATOS, DESPISTE, GRAVE, MARTES, 9, RIO NEGRO, SIN DATOS, 1, 418595, 6375100 
31/8/2021,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, SORIANO, MERCEDES, 1, 404215, 6320085 
6/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 579245, 6149290 
19/9/2021,, AVENIDA DE LAS LEYES, CAÍDA, LEVE, DOMINGO, 20, MONTEVIDEO, MONTEVIDEO, 1, 574220, 6138850 
3/8/2021,, MANUEL HERRERA Y OBES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 570265, 6142770 
29/7/2021,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, CERRO LARGO, MELO, 1, 766395, 6414975 
2/7/2021,, PIEDRAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 18, RIO NEGRO, YOUNG, 1, 441455, 6382320 
30/8/2021,, MAGALLANES, DESPISTE, SIN LESIONADOS, LUNES, 1, ROCHA, CHUY, 1, 828480, 6265520 
29/7/2021,, AVENIDA GENERAL FLORES, CAÍDA, SIN LESIONADOS, JUEVES, 9, MONTEVIDEO, MONTEVIDEO, 1, 575185, 6140655 
8/9/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 18, COLONIA, CARMELO, 1, 381455, 6237380 
28/9/2021,, CAMINO FAUQUET, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, MARTES, 5, MONTEVIDEO, MONTEVIDEO, 1, 569280, 6149745 
18/8/2021,, VEINTISEIS DE MARZO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, MONTEVIDEO, MONTEVIDEO, 1, 577980, 6136840 
28/7/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 19, PAYSANDU, PAYSANDU, 1, 399470, 6425800 
30/9/2021,, GENERAL OMAR PORCIUNCULA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 8, CERRO LARGO, RIO BRANCO, 1, 839635, 6388345 
17/7/2021,, ESTEBAN VIEIRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, CERRO LARGO, MELO, 1, 767195, 6415380 
9/9/2021,, F. GILOMEN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 0, COLONIA, NUEVA HELVECIA, 1, 478660, 6206635 
20/7/2021,, SIN DATOS, ATROPELLO DE PEATÓN, LEVE, MARTES, 17, CANELONES, FRACC. CNO. ANDALUZ Y R.84, 1, 584865, 6153995 
16/7/2021,, AVENIDA GENERAL RONDEAU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 573760, 6138500 
31/7/2021,, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 4, MONTEVIDEO, MONTEVIDEO, 1, 581355, 6145335 
23/9/2021,, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, TACUAREMBO, TACUAREMBO, 1, 595560, 6490855 
21/8/2021,, SORIANO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 18, SORIANO, DOLORES, 1, 387275, 6288320 
20/9/2021,, SIN DATOS, ATROPELLO DE ANIMALES, LEVE, LUNES, 19, MONTEVIDEO, SIN DATOS, 1, 564450, 6143430 
4/7/2021,, CAMINO VECINAL, DESPISTE, GRAVE, DOMINGO, 4, FLORIDA, SIN DATOS, 1, 599820, 6230675 
10/8/2021,, SIRIPO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, CANELONES, SALINAS, 1, 606575, 6151890 
5/9/2021,, DOCTOR ROMAN BERGALLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, MALDONADO, MALDONADO, 1, 686590, 6135630 
7/8/2021,, FRANCISCO MORENO Y JUSTICIA, CAÍDA, LEVE, SÁBADO, 18, MALDONADO, MALDONADO, 1, 688485, 6137010 
17/9/2021,, AVENIDA LIBANO, ATROPELLO DE ANIMALES, LEVE, VIERNES, 19, RIVERA, RIVERA, 1, 640890, 6580345 
22/9/2021,, CERRITO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 12, PAYSANDU, PAYSANDU, 1, 398825, 6425325 
6/8/2021,, AVENIDA LUIS BATLLE BERRES, CAÍDA, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 567075, 6144705 
29/7/2021,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 18, CANELONES, CANELONES, 1, 565830, 6178955 
4/7/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 20, SAN JOSE, SIN DATOS, 1, 518915, 6179180 
17/7/2021,, ITUZAINGO, CAÍDA, GRAVE, SÁBADO, 23, COLONIA, NUEVA PALMIRA, 1, 370005, 6251475 
10/7/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 9, PAYSANDU, PAYSANDU, 1, 399140, 6423365 
7/9/2021,, MONTE CASEROS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 23, PAYSANDU, PAYSANDU, 1, 398445, 6424770 
15/9/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, PAYSANDU, PAYSANDU, 1, 399445, 6425610 
8/8/2021,, GENERAL APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 20, TACUAREMBO, TACUAREMBO, 1, 596895, 6491705 
25/9/2021,, GENERAL RIVERA, CAÍDA, LEVE, SÁBADO, 18, FLORES, TRINIDAD, 1, 509185, 6290420 
12/8/2021,, BOULEVARD APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, MONTEVIDEO, MONTEVIDEO, 1, 581555, 6146275 
31/8/2021,, INES DURAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 20, FLORES, TRINIDAD, 1, 509250, 6291800 
27/9/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 8, RIO NEGRO, FRAY BENTOS, 1, 377575, 6335030 
16/7/2021,, AVENIDA AGRACIADA, ATROPELLO DE PEATÓN, LEVE, VIERNES, 22, MONTEVIDEO, MONTEVIDEO, 1, 572705, 6141115 
25/7/2021,, AVENIDA DAVISON, DESPISTE, LEVE, DOMINGO, 19, RIVERA, MINAS DE CORRALES, 1, 644905, 6506300 
6/7/2021,, CARNOUSTIE, DESPISTE, SIN LESIONADOS, MARTES, 0, MALDONADO, SAN RAFAEL - EL PLACER, 1, 691630, 6132305 
25/7/2021,, RUTA INTERBALNEARIA KM 27.500, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 22, CANELONES, LOMAS DE SOLYMAR, 1, 595805, 6148280 
25/8/2021,, CAMINO PASO DE LAS PIEDRAS, DESPISTE, LEVE, MIÉRCOLES, 2, LAVALLEJA, SIN DATOS, 1, 666195, 6198535 
31/8/2021,, INGENIERO JOSE SERRATO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 578420, 6140640 
7/9/2021,, DEL TRANVIA A LA BARRA, DESPISTE, LEVE, MARTES, 5, MONTEVIDEO, MONTEVIDEO, 1, 562630, 6148495 
15/7/2021,, APARICIO SARAVIA ESQ. PEREZ CASTELLANOS, CAÍDA, LEVE, JUEVES, 18, CANELONES, JOAQUIN SUAREZ, 1, 588350, 6156115 
24/7/2021,, SIN NOMBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, COLONIA, COLONIA DEL SACRAMENTO, 1, 422900, 6185460 
19/7/2021,, MANUEL FREIRE Y BUENOS AIRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MALDONADO, PIRIAPOLIS, 1, 657800, 6140725 
1/7/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, JUEVES, 17, MALDONADO, MALDONADO, 1, 687320, 6136420 
2/9/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 16, ROCHA, SIN DATOS, 1, 812730, 6226340 
19/7/2021,, RAMBLA DOCTOR BALTASAR BRUM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 572540, 6140190 
23/8/2021,, DOCTOR JOSE PUGNALINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 575055, 6141390 
1/8/2021,, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 5, COLONIA, SIN DATOS, 1, 485685, 6244285 
8/8/2021,, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, MONTEVIDEO, MONTEVIDEO, 1, 576355, 6137480 
16/8/2021,, SIN DATOS, CAÍDA, LEVE, LUNES, 19, CANELONES, PINAMAR - PINEPARK, 1, 605280, 6151145 
29/7/2021,, AVENIDA WILSON FERREIRA ALDUNATE, DESPISTE, SIN LESIONADOS, JUEVES, 7, CANELONES, PASO CARRASCO, 1, 587170, 6142395 
7/8/2021,, EL PINAR, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 13, RIVERA, RIVERA, 1, 637665, 6582460 
14/9/2021,, BATALLA DE SARANDI, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, COLONIA, ROSARIO, 1, 467590, 6203120 
4/9/2021,, WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 15, FLORES, TRINIDAD, 1, 509795, 6290680 
13/7/2021,, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 577890, 6143345 
8/7/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, RIO NEGRO, YOUNG, 1, 441075, 6381690 
8/8/2021,, CAMINO EL CEMENTERIO, CAÍDA, LEVE, DOMINGO, 6, FLORIDA, SIN DATOS, 1, 560900, 6268625 
2/8/2021,, RIO NEGRO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, RIO NEGRO, YOUNG, 1, 440765, 6380900 
19/7/2021,, GUSTAVO ADOLFO BECQUER, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 572755, 6145405 
8/9/2021,, MODESTO LLANTADA BARREIRO, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 12, SALTO, SALTO, 1, 407070, 6525700 
16/7/2021,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 576655, 6136980 
15/8/2021,, LAVALLEJA ESQ OLIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MALDONADO, PAN DE AZUCAR, 1, 662580, 6150410 
17/8/2021,, GRITO DE ASENCIO, ATROPELLO DE ANIMALES, LEVE, MARTES, 22, PAYSANDU, PAYSANDU, 1, 399640, 6422710 
17/8/2021,, COSTANERA NORTE CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, SALTO, SIN DATOS, 1, 406430, 6529560 
5/9/2021,, DOCTOR CATALINA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 21, TACUAREMBO, TACUAREMBO, 1, 595825, 6491135 
31/8/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 9, COLONIA, SIN DATOS, 1, 481020, 6199755 
8/9/2021,, GENERAL FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 22, SALTO, SALTO, 1, 408835, 6526700 
10/7/2021,, EMPALME RUTA 26 Y RUTA 7, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, CERRO LARGO, SIN DATOS, 1, 749200, 6413380 
