Fecha,, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
16/12/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, JUEVES, 3, TACUAREMBO, SIN DATOS, 1, 592540, 6467825 
25/12/2021,, SIN DATOS, CAÍDA, LEVE, SÁBADO, 14, ROCHA, SIN DATOS, 1, 755530, 6174475 
4/12/2021,, AV. FRANCISCO SALAZAR, CAÍDA, LEVE, SÁBADO, 7, MALDONADO, PUNTA DEL ESTE, 1, 688415, 6130155 
17/10/2021,, PARAJE PEDRO CHICO, DESPISTE, SIN LESIONADOS, DOMINGO, 9, SORIANO, SIN DATOS, 1, 425165, 6291195 
23/10/2021,, TOBAS, CAÍDA, LEVE, SÁBADO, 7, MONTEVIDEO, MONTEVIDEO, 1, 576430, 6142525 
23/2/2022,, BOULEVARD JOSE GERVASIO ARTIGAS, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 7, TACUAREMBO, PASO DE LOS TOROS, 1, 545840, 6369520 
13/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 15, COLONIA, SIN DATOS, 1, 427625, 6188035 
2/3/2022,, AVENIDA GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 575665, 6137485 
22/10/2021,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, CANELONES, BARROS BLANCOS, 1, 591590, 6154105 
2/10/2021,, A. MUÑOZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, CERRO LARGO, MELO, 1, 767215, 6414245 
16/10/2021,, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 19, CERRO LARGO, MELO, 1, 766625, 6414560 
25/2/2022,, EST.  SAN PABLO DEL CEBOLLATI, DESPISTE, LEVE, VIERNES, 11, ROCHA, SIN DATOS, 1, 763945, 6288265 
17/10/2021,, BOULEVARD FRANCISCO PIRIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 10, MALDONADO, PIRIAPOLIS, 1, 657405, 6139535 
19/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 21, SORIANO, SIN DATOS, 1, 425190, 6321635 
13/2/2022,, CAMINO DEL ARBOLITO, DESPISTE, LEVE, DOMINGO, 18, ROCHA, SIN DATOS, 1, 759130, 6183215 
4/3/2022,, RIO NEGRO Y ACUÑA DE FIGUEROA, ATROPELLO DE ANIMALES, LEVE, VIERNES, 18, CANELONES, EL PINAR, 1, 598325, 6149990 
4/10/2021,, PASO MORLÁN Y RINCÓN, CAÍDA, LEVE, LUNES, 11, SORIANO, CHACRAS DE DOLORES, 1, 387470, 6287465 
28/2/2022,, AVENIDA ITALIA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, LUNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 578575, 6139205 
29/3/2022,, SIN DATOS, CAÍDA, LEVE, MARTES, 8, CANELONES, SIN DATOS, 1, 584680, 6166385 
1/11/2021,, ANDRES LATORRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 579495, 6142270 
31/3/2022,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 22, FLORES, TRINIDAD, 1, 509385, 6290410 
18/2/2022,, RUTA 11, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 17, SAN JOSE, SIN DATOS, 1, 549235, 6189420 
29/3/2022,, PAN DE AZUCAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 578810, 6141075 
17/11/2021,, O HIGGINS Y ALBEAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, CANELONES, SAN JOSE DE CARRASCO, 1, 592060, 6144030 
10/11/2021,, DR. LUIS MORQUIO, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 18, CANELONES, COLONIA NICOLICH, 1, 590690, 6146520 
17/2/2022,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 11, RIVERA, RIVERA, 1, 639500, 6580120 
18/3/2022,, SIN DATOS, CAÍDA, LEVE, VIERNES, 21, ROCHA, SIN DATOS, 1, 778125, 6207180 
26/10/2021,, AVENIDA DE LOS PLATANOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 16, COLONIA, COLONIA DEL SACRAMENTO, 1, 424490, 6185725 
21/2/2022,, MARTIN GARCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 575305, 6139095 
22/3/2022,, RUTA CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 570985, 6150585 
21/3/2022,, DIECINUEVE DE JUNIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, CANELONES, BARROS BLANCOS, 1, 591135, 6152700 
30/3/2022,, DIVINA COMEDIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 586060, 6138770 
22/2/2022,, SIN DATOS, DESPISTE, LEVE, MARTES, 13, SORIANO, SIN DATOS, 1, 455495, 6248385 
6/11/2021,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, MONTEVIDEO, MONTEVIDEO, 1, 575850, 6143385 
8/11/2021,, EDUARDO PEREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, CANELONES, EL PINAR, 1, 597035, 6149815 
23/2/2022,, CARLOS REYLES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 15, MALDONADO, SAN CARLOS, 1, 690305, 6147865 
9/3/2022,, VIA_PUBLICA, CAÍDA, LEVE, MIÉRCOLES, 15, CANELONES, BARROS BLANCOS, 1, 591435, 6153980 
19/3/2022,, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 0, RIVERA, RIVERA, 1, 639500, 6580120 
15/11/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, TACUAREMBO, TACUAREMBO, 1, 596500, 6490790 
31/3/2022,, AVENIDA VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 8, MALDONADO, PIRIAPOLIS, 1, 657880, 6139780 
21/2/2022,, RAMBLA MAHATMA GANDHI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 576960, 6134765 
11/3/2022,, BURDEOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 22, MONTEVIDEO, MONTEVIDEO, 1, 567195, 6140060 
22/10/2021,, SANTA TERESA, CAÍDA, LEVE, VIERNES, 17, MALDONADO, MALDONADO, 1, 686980, 6135620 
11/11/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, ATROPELLO DE ANIMALES, LEVE, JUEVES, 16, PAYSANDU, PAYSANDU, 1, 399040, 6422590 
9/3/2022,, HUM, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 576390, 6143250 
16/11/2021,, DOCTOR MARTIN BERINDUAGUE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 570975, 6141935 
10/11/2021,, AV. PEREZ BUTLER, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 20, CANELONES, EL PINAR, 1, 598150, 6148705 
23/3/2022,, VIRREY ARREDONDO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 23, CERRO LARGO, RIO BRANCO, 1, 839960, 6388560 
12/3/2022,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 10, COLONIA, SIN DATOS, 1, 417420, 6216630 
11/10/2021,, SIN DATOS, DESPISTE, LEVE, LUNES, 4, LAVALLEJA, MARISCALA, 1, 704680, 6229785 
5/11/2021,, SIN DATOS, DESPISTE, SIN LESIONADOS, VIERNES, 14, CANELONES, CANELONES, 1, 566650, 6176880 
10/11/2021,, LA PAZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 16, MONTEVIDEO, MONTEVIDEO, 1, 575950, 6138400 
8/10/2021,, SAN JOSE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 23, MONTEVIDEO, MONTEVIDEO, 1, 573680, 6136975 
16/2/2022,, AVENIDA AGRACIADA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, MONTEVIDEO, MONTEVIDEO, 1, 573670, 6139520 
5/3/2022,, RUTA DIECINUEVE, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 23, DURAZNO, CERRO CHATO, 1, 674110, 6335985 
10/11/2021,, DIECINUEVE DE ABRIL, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 17, COLONIA, CARMELO, 1, 381475, 6237475 
20/2/2022,, SIN DATOS, CAÍDA, LEVE, DOMINGO, 2, CANELONES, SALINAS, 1, 605940, 6152115 
18/10/2021,, BOULEVARD JOSE GERVASIO ARTIGAS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, LUNES, 19, TACUAREMBO, PASO DE LOS TOROS, 1, 546490, 6369005 
4/10/2021,, AVENIDA DOCTOR AMERICO RICALDONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 577575, 6138430 
5/10/2021,, EMANCIPACION, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 12, MONTEVIDEO, MONTEVIDEO, 1, 570990, 6143425 
22/2/2022,, NUEVA PALMIRA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 8, MONTEVIDEO, MONTEVIDEO, 1, 575210, 6138970 
10/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 7, CANELONES, SIN DATOS, 1, 568250, 6154595 
12/3/2022,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, SÁBADO, 7, TACUAREMBO, SIN DATOS, 1, 595440, 6485115 
17/2/2022,, SIN DATOS, CAÍDA, LEVE, JUEVES, 19, TACUAREMBO, SIN DATOS, 1, 686840, 6439620 
18/2/2022,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 5, CANELONES, JAUREGUIBERRY, 1, 643575, 6150290 
23/2/2022,, CARDAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 12, RIO NEGRO, FRAY BENTOS, 1, 379795, 6333180 
10/3/2022,, AVENIDA GENERAL SAN MARTIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, MONTEVIDEO, MONTEVIDEO, 1, 574700, 6140860 
9/11/2021,, BOULEVARD JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 575920, 6141780 
15/3/2022,, AVENIDA JOSE BATLLE Y ORDOÑEZ, CAÍDA, SIN LESIONADOS, MARTES, 17, MALDONADO, MALDONADO, 1, 687000, 6136565 
19/3/2022,, AVENIDA DE LOS GAUCHOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, MALDONADO, MALDONADO, 1, 687890, 6135560 
14/10/2021,, DOCTOR PANTALEON PEREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 580600, 6141775 
2/10/2021,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 1, LAVALLEJA, MINAS, 1, 661740, 6194960 
10/11/2021,, SIN DATOS, ATROPELLO DE PEATÓN, LEVE, MIÉRCOLES, 14, CANELONES, BARROS BLANCOS, 1, 589870, 6152735 
4/3/2022,, PAYSANDU, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574795, 6137715 
3/3/2022,, CAMINO CARANCHO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 8, RIVERA, SIN DATOS, 1, 638940, 6574755 
12/3/2022,, LIBERTAD, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 13, FLORIDA, SARANDI GRANDE, 1, 561890, 6268325 
4/3/2022,, DANIEL ZORRILLA, CAÍDA, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 571395, 6148105 
9/3/2022,, CAMINO A LOS ARRAYANES, DESPISTE, LEVE, MIÉRCOLES, 15, MALDONADO, SIN DATOS, 1, 663440, 6144015 
28/10/2021,, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, JUEVES, 0, SORIANO, SIN DATOS, 1, 467165, 6251130 
23/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 17, MONTEVIDEO, MONTEVIDEO, 1, 587390, 6151350 
26/10/2021,, OSIMANI Y LERENA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, SALTO, SALTO, 1, 408500, 6527145 
27/3/2022,, AVENIDA AIGUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, MALDONADO, MALDONADO, 1, 687705, 6135225 
30/3/2022,, SORIANO, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 10, COLONIA, COLONIA DEL SACRAMENTO, 1, 422910, 6185495 
27/2/2022,, JAIME ZUDAÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 577445, 6135890 
31/10/2021,, SIN DATOS, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, DOMINGO, 5, FLORES, SIN DATOS, 1, 516970, 6295570 
15/10/2021,, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MALDONADO, MALDONADO, 1, 686445, 6136650 
27/10/2021,, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 9, COLONIA, SIN DATOS, 1, 466210, 6230590 
19/2/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 20, SAN JOSE, SIN DATOS, 1, 554010, 6188825 
24/2/2022,, ZAPICAN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, SORIANO, MERCEDES, 1, 404750, 6320405 
24/2/2022,, SIN DATOS, ATROPELLO DE PEATÓN, LEVE, JUEVES, 15, CANELONES, NEPTUNIA, 1, 601870, 6150395 
27/10/2021,, RUTA TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 11, SAN JOSE, SAN JOSE DE MAYO, 1, 525045, 6199340 
19/3/2022,, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, MONTEVIDEO, MONTEVIDEO, 1, 578195, 6138380 
23/2/2022,, VENANCIO BALSAMO, CAÍDA, LEVE, MIÉRCOLES, 11, TACUAREMBO, PASO DE LOS TOROS, 1, 545010, 6369340 
1/11/2021,, GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, ARTIGAS, ARTIGAS, 1, 551170, 6636645 
12/11/2021,, RINCON, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 16, MALDONADO, PIRIAPOLIS, 1, 657780, 6142275 
16/2/2022,, PEDRO IRIGOYEN, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, RIVERA, RIVERA, 1, 640930, 6579460 
17/10/2021,, AVENIDA URUGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 19, MONTEVIDEO, MONTEVIDEO, 1, 573035, 6137305 
5/11/2021,, SANTIAGO NIETO CLAVERA, ATROPELLO DE ANIMALES, LEVE, VIERNES, 8, TACUAREMBO, TACUAREMBO, 1, 596755, 6489395 
25/10/2021,, VIA_PUBLICA, CAÍDA, LEVE, LUNES, 6, MONTEVIDEO, SIN DATOS, 1, 571970, 6149970 
15/3/2022,, CARLOS DE LA VEGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 570385, 6142950 
9/11/2021,, AVENIDA JOAQUIN SUAREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573430, 6141110 
11/11/2021,, AVENIDA URUGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 9, CANELONES, SOLYMAR, 1, 593485, 6146620 
17/10/2021,, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 14, TACUAREMBO, TACUAREMBO, 1, 596265, 6491280 
7/3/2022,, AMERICO VESPUCIO, ATROPELLO DE PEATÓN, LEVE, LUNES, 13, CANELONES, SIN DATOS, 1, 571790, 6160350 
2/3/2022,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 579120, 6141355 
14/3/2022,, AVENIDA RAMON ANADOR, ATROPELLO DE PEATÓN, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 578790, 6138355 
16/10/2021,, SIN DATOS, DESPISTE, LEVE, SÁBADO, 0, CANELONES, SIN DATOS, 1, 567745, 6194080 
18/10/2021,, CALLE 7, CAÍDA, LEVE, LUNES, 23, SALTO, MIGLIARO, 1, 497710, 6559660 
5/10/2021,, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MONTEVIDEO, MONTEVIDEO, 1, 585865, 6141300 
13/3/2022,, PRESIDENTE GIRO, DESPISTE, LEVE, DOMINGO, 7, RIVERA, LAGUNON, 1, 635485, 6583160 
4/11/2021,, RUTA OCHO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 16, CERRO LARGO, MELO, 1, 767385, 6413855 
7/11/2021,, SIN DATOS, CAÍDA, LEVE, DOMINGO, 6, CANELONES, PINAMAR - PINEPARK, 1, 605280, 6151145 
19/3/2022,, INTENDENTE ORESTES LANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, SALTO, SALTO, 1, 409045, 6525295 
8/11/2021,, BLANDENGUES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, ARTIGAS, ARTIGAS, 1, 550975, 6637195 
9/3/2022,, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 2, COLONIA, SIN DATOS, 1, 465835, 6227645 
8/11/2021,, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 7, CANELONES, MARINDIA, 1, 607035, 6151470 
20/10/2021,, VIA_PUBLICA, CAÍDA, LEVE, MIÉRCOLES, 22, COLONIA, COLONIA DEL SACRAMENTO, 1, 422230, 6185345 
26/10/2021,, BALTASAR BRUM, DESPISTE, GRAVE, MARTES, 13, CANELONES, SANTA LUCIA, 1, 555200, 6186575 
8/3/2022,, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 577600, 6142180 
18/2/2022,, JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, TACUAREMBO, TACUAREMBO, 1, 596850, 6490730 
5/10/2021,, BOULEVARD GENERAL JOSE G. ARTIGAS, CAÍDA, LEVE, MARTES, 23, MALDONADO, PUNTA DEL ESTE, 1, 688390, 6130925 
12/3/2022,, BOULEVARD GENERAL JOSE G. ARTIGAS, DESPISTE, SIN LESIONADOS, SÁBADO, 17, PAYSANDU, NUEVO PAYSANDU, 1, 399655, 6426995 
26/2/2022,, INES DURAN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 22, FLORES, TRINIDAD, 1, 510150, 6291760 
16/10/2021,, CALLE 5, CAÍDA, LEVE, SÁBADO, 17, TACUAREMBO, PASO DE LOS TOROS, 1, 546195, 6370350 
13/3/2022,, CALLE 54, DESPISTE, SIN LESIONADOS, DOMINGO, 3, COLONIA, JUAN LACAZE, 1, 458895, 6192105 
7/2/2022,, CANELONES, ATROPELLO DE ANIMALES, LEVE, LUNES, 13, PAYSANDU, PAYSANDU, 1, 399220, 6422375 
18/10/2021,, PALOMA, DESPISTE, SIN LESIONADOS, LUNES, 4, ROCHA, SIN DATOS, 1, 760695, 6160945 
1/3/2022,, LOS DELFINES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MALDONADO, FARO JOSE IGNACIO, 1, 714700, 6142610 
18/2/2022,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 12, CERRO LARGO, MELO, 1, 766870, 6415015 
19/10/2021,, RUTA 26, DESPISTE, LEVE, MARTES, 2, CERRO LARGO, RIO BRANCO, 1, 837515, 6387140 
17/2/2022,, ANDA JOAQUIN DE VIANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 23, MALDONADO, MALDONADO, 1, 686110, 6135570 
28/2/2022,, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, LAVALLEJA, MINAS, 1, 661935, 6195050 
20/3/2022,, CAMINO DE LA PAZ A MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 7, MONTEVIDEO, SIN DATOS, 1, 571790, 6152610 
27/3/2022,, CORACEROS, CAÍDA, GRAVE, DOMINGO, 12, MONTEVIDEO, MONTEVIDEO, 1, 571800, 6141470 
16/2/2022,, HERNANDARIAS, ATROPELLO DE ANIMALES, GRAVE, MIÉRCOLES, 22, ROCHA, ROCHA, 1, 745495, 6181785 
28/2/2022,, TEOFILO COLLAZO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 23, MONTEVIDEO, MONTEVIDEO, 1, 579155, 6141595 
28/3/2022,, GALICIA, ATROPELLO DE PEATÓN, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 573720, 6137710 
14/3/2022,, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 5, TACUAREMBO, SIN DATOS, 1, 687750, 6437840 
10/2/2022,, COSTANERA NORTE, CAÍDA, LEVE, JUEVES, 18, PAYSANDU, NUEVO PAYSANDU, 1, 397215, 6428660 
6/3/2022,, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 23, MONTEVIDEO, MONTEVIDEO, 1, 579145, 6141480 
21/10/2021,, RODRIGUEZ CASTELAO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 579625, 6139435 
11/3/2022,, VEINTE DE FEBRERO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 7, MONTEVIDEO, MONTEVIDEO, 1, 579525, 6141005 
10/2/2022,, HIGUERON, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, JUEVES, 13, ROCHA, SIN DATOS, 1, 763660, 6169210 
23/2/2022,, VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 22, TACUAREMBO, TACUAREMBO, 1, 596280, 6490995 
22/3/2022,, DOCE DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 580615, 6143410 
25/2/2022,, EGIPTO, CAÍDA, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 568790, 6139605 
26/2/2022,, RAMON ALVAREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 23, CANELONES, SIN DATOS, 1, 570860, 6152885 
27/3/2022,, SIN DATOS, DESPISTE, LEVE, DOMINGO, 5, CANELONES, SIN DATOS, 1, 576060, 6161520 
12/11/2021,, F. GILOMEN, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, COLONIA, NUEVA HELVECIA, 1, 478010, 6205870 
13/3/2022,, RAMBLA REPUBLICA DE MEXICO, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 1, MONTEVIDEO, MONTEVIDEO, 1, 584450, 6138015 
27/3/2022,, A. ESTEVES, CAÍDA, GRAVE, DOMINGO, 22, RIVERA, RIVERA, 1, 641200, 6580345 
9/10/2021,, TREINTA Y TRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 7, LAVALLEJA, JOSE PEDRO VARELA, 1, 728845, 6295625 
29/3/2022,, VIA_PUBLICA, DESPISTE, SIN LESIONADOS, MARTES, 11, ARTIGAS, ARTIGAS, 1, 551590, 6636960 
12/11/2021,, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 8, RIVERA, RIVERA, 1, 639610, 6579030 
13/2/2022,, WASHINGTON BELTRAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 15, TACUAREMBO, TACUAREMBO, 1, 596210, 6490920 
31/3/2022,, MONTEVIDEO, DESPISTE, LEVE, JUEVES, 9, PAYSANDU, PAYSANDU, 1, 397890, 6424015 
5/3/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, SÁBADO, 23, COLONIA, SIN DATOS, 1, 483900, 6244810 
15/3/2022,, AVENIDA DON PEDRO DE MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, SIN DATOS, 1, 576340, 6152750 
24/3/2022,, DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, CANELONES, TALA, 1, 614080, 6199500 
10/10/2021,, JUAN BERNARDI SOSA, DESPISTE, SIN LESIONADOS, DOMINGO, 3, COLONIA, COLONIA DEL SACRAMENTO, 1, 425715, 6188420 
4/10/2021,, SIN DATOS, DESPISTE, LEVE, LUNES, 22, CERRO LARGO, SIN DATOS, 1, 790130, 6412175 
25/2/2022,, FRANCISCO DE LOS SANTOS, DESPISTE, SIN LESIONADOS, VIERNES, 23, LAVALLEJA, MINAS, 1, 663860, 6195805 
6/3/2022,, CARLOS P. PUIG, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 7, SORIANO, DOLORES, 1, 387000, 6289350 
3/3/2022,, CONTINUACION CAMINO DE LAS AMERICAS, CAÍDA, LEVE, JUEVES, 7, CANELONES, CANELONES, 1, 564810, 6179540 
22/3/2022,, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 15, COLONIA, COLONIA VALDENSE, 1, 477045, 6200375 
