Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
19/4/2014, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 0, SORIANO, SANTA CATALINA, 1, 454245, 6261035 
2/4/2014, NO SE INGRESO, CAÍDA, LEVE, MIÉRCOLES, 18, FLORIDA, FLORIDA, 1, 571675, 6228765 
27/8/2014, BENITO NARDONE, CAÍDA, SIN LESIONADOS, MIÉRCOLES, 11, MALDONADO, CERRO PELADO, 1, 684755, 6138270 
30/4/2014, , DESPISTE, SIN LESIONADOS, MIÉRCOLES, 18, PAYSANDU, SIN DATOS, 1, 470630, 6456800 
10/4/2014, BOULEVARD GENERAL ARTIGAS, CAÍDA, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576355, 6137840 
22/5/2014, CLEMENTE FREGEIRO, CAÍDA, LEVE, JUEVES, 2, SORIANO, MERCEDES, 1, 403030, 6319555 
20/11/2014, , DESPISTE, SIN LESIONADOS, JUEVES, 4, FLORES, SIN DATOS, 1, 510720, 6288610 
26/6/2014, , COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, JUEVES, 22, FLORIDA, FLORIDA, 1, 571640, 6226290 
2/10/2014, HERRERA YOBES, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 23, SALTO, SALTO, 1, 407655, 6529115 
3/4/2014, , CAÍDA, LEVE, JUEVES, 7, SAN JOSE, SIN DATOS, 1, 524005, 6168100 
4/12/2014, NO SE INGRESO, CAÍDA, LEVE, JUEVES, 9, CANELONES, SIN DATOS, 1, 636285, 6159275 
15/5/2014, NO SE INGRESO, DESPISTE, LEVE, JUEVES, 15, SAN JOSE, SIN DATOS, 1, 526810, 6202555 
8/3/2015, WILSON FERREIRA ALDUNATE, DESPISTE, GRAVE, DOMINGO, 19, RIVERA, SIN DATOS, 1, 638820, 6581915 
13/11/2014, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 23, FLORIDA, SIN DATOS, 1, 598935, 6210885 
14/8/2014, AVENIDA DIECIOCHO DE JULIO, CAÍDA, LEVE, JUEVES, 15, PAYSANDU, PAYSANDU, 1, 397075, 6424020 
29/5/2014, DOCTOR LUIS ALBERTO DE HERRERA, CAÍDA, LEVE, JUEVES, 6, LAVALLEJA, MINAS, 1, 661505, 6195145 
25/9/2014, RUTA CIENTODOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 18, MONTEVIDEO, SIN DATOS, 1, 585160, 6149475 
15/8/2014, NO SE INGRESO, CAÍDA, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 614990, 6152570 
25/4/2014, RUTA OCHO, ATROPELLO DE PEATÓN, SIN LESIONADOS, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 583590, 6148645 
11/4/2014, MIGUELETE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 22, MONTEVIDEO, MONTEVIDEO, 1, 574280, 6137900 
31/10/2014, , ATROPELLO DE ANIMALES, LEVE, VIERNES, 7, CANELONES, NEPTUNIA, 1, 603595, 6150875 
30/5/2014, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, VIERNES, 1, ARTIGAS, SIN DATOS, 1, 462650, 6628005 
19/9/2014, , CAÍDA, GRAVE, VIERNES, 21, FLORIDA, SIN DATOS, 1, 556375, 6217580 
29/8/2014, , COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 16, ARTIGAS, BELLA UNION, 1, 441980, 6652570 
31/10/2014, NO SE INGRESO, ATROPELLO DE ANIMALES, LEVE, VIERNES, 4, SAN JOSE, SIN DATOS, 1, 517100, 6202520 
14/11/2014, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 23, RIO NEGRO, SIN DATOS, 1, 389110, 6329365 
9/8/2014, NO SE INGRESO, DESPISTE, GRAVE, SÁBADO, 2, FLORIDA, SIN DATOS, 1, 672705, 6296005 
19/4/2014, , DESPISTE, LEVE, SÁBADO, 10, DURAZNO, SIN DATOS, 1, 624005, 6319920 
11/10/2014, NO SE INGRESO, DESPISTE, LEVE, SÁBADO, 7, SORIANO, SIN DATOS, 1, 437110, 6280825 
6/11/2014, , CAÍDA, LEVE, JUEVES, 5, MALDONADO, SIN DATOS, 1, 679285, 6137995 
1/3/2015, NO SE INGRESO, DESPISTE, LEVE, DOMINGO, 2, SAN JOSE, SIN DATOS, 1, 530030, 6170825 
25/8/2014, RUTA CIENTODOS, CAÍDA, GRAVE, LUNES, 21, MONTEVIDEO, SIN DATOS, 1, 585160, 6149475 
15/12/2014, CAMINO CIBILS, ATROPELLO DE PEATÓN, LEVE, LUNES, 0, MONTEVIDEO, MONTEVIDEO, 1, 566985, 6140875 
3/11/2014, RUTA 12 KM 1500, DESPISTE, LEVE, LUNES, 9, MALDONADO, PUNTA BALLENA, 1, 680775, 6135700 
29/9/2014, JOSE BATLLE Y ORDOÑEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, CANELONES, SIN DATOS, 1, 571035, 6152985 
29/12/2014, BAMBU, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MALDONADO, MALDONADO, 1, 688235, 6136750 
8/12/2014, AVENIDA BRASIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 10, MONTEVIDEO, MONTEVIDEO, 1, 576860, 6136890 
16/6/2014, CHILE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 7, CANELONES, PANDO, 1, 593450, 6158135 
4/8/2014, AVENIDA ENRIQUE AMORIN, ATROPELLO DE ANIMALES, LEVE, LUNES, 6, SALTO, SALTO, 1, 413175, 6527810 
7/4/2014, AVENIDA GOBERNADOR DE VIANA, DESPISTE, LEVE, LUNES, 17, SALTO, SALTO, 1, 410050, 6526715 
9/6/2014, ADELAIDA PUYOL, ATROPELLO DE PEATÓN, LEVE, LUNES, 18, TACUAREMBO, PASO DE LOS TOROS, 1, 545605, 6369540 
15/9/2014, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 15, DURAZNO, DURAZNO, 1, 544240, 6307055 
19/5/2014, CHARRUAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 16, PAYSANDU, PAYSANDU, 1, 397835, 6424250 
4/8/2014, CAMINO CARRASCO, CAÍDA, LEVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 580290, 6140760 
7/7/2014, PAUL HARRIS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 3, TACUAREMBO, TACUAREMBO, 1, 597135, 6491600 
7/4/2014, ENRIQUE CHAPLIN, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 22, PAYSANDU, PAYSANDU, 1, 400135, 6422045 
8/12/2014, AVENIDA LEZICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 570665, 6148455 
21/7/2014, AVENIDA DON PEDRO DE MENDOZA, ATROPELLO DE PEATÓN, LEVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 576875, 6147550 
5/5/2014, , ATROPELLO DE ANIMALES, GRAVE, LUNES, 19, ARTIGAS, SIN DATOS, 1, 554555, 6628530 
30/6/2014, CESAR MAYO GUTIERREZ, ATROPELLO DE PEATÓN, LEVE, LUNES, 5, CANELONES, SIN DATOS, 1, 570670, 6152785 
12/5/2014, FLORENCIA, ATROPELLO DE PEATÓN, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 580860, 6145265 
29/12/2014, RUTA 7 "ESTACION DE SERVICIO", DESPISTE, SIN LESIONADOS, LUNES, 7, TREINTA Y TRES, SANTA CLARA DE OLIMAR, 1, 692640, 6355330 
24/11/2014, NO SE INGRESO, DESPISTE, SIN LESIONADOS, LUNES, 23, CANELONES, CANELONES, 1, 566290, 6180920 
5/5/2014, AVENIDA JOSE BELLONI, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 578630, 6146440 
14/7/2014, , COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 11, FLORIDA, FLORIDA, 1, 572180, 6227485 
29/9/2014, RUTA ONCE, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 16, CANELONES, SANTA LUCIA, 1, 554945, 6187830 
27/10/2014, NO SE INGRESO, DESPISTE, SIN LESIONADOS, LUNES, 21, TACUAREMBO, SIN DATOS, 1, 610505, 6425930 
2/12/2014, DESVIO DE RUTAS 14 Y 15, CAÍDA, LEVE, MARTES, 17, ROCHA, SIN DATOS, 1, 757860, 6267750 
13/10/2014, RAFAEL BARRADAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 588010, 6139990 
15/9/2014, JUAN CARLOS HENDERSON, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 19, PAYSANDU, PAYSANDU, 1, 398255, 6425410 
30/6/2014, NO SE INGRESO, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 9, SORIANO, SIN DATOS, 1, 439130, 6279360 
20/10/2014, , ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 20, COLONIA, SIN DATOS, 1, 446390, 6204160 
6/10/2014, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 573430, 6140875 
8/12/2014, PASAJE P --MANGA--, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 583470, 6148660 
8/12/2014, RUTA CUATRO, DESPISTE, SIN LESIONADOS, LUNES, 14, ARTIGAS, SEQUEIRA, 1, 511530, 6569630 
5/11/2014, CAMINO A RETAMOSA, DESPISTE, LEVE, MIÉRCOLES, 23, LAVALLEJA, SIN DATOS, 1, 707350, 6266980 
24/12/2014, , DESPISTE, GRAVE, MIÉRCOLES, 18, CANELONES, SANTA LUCIA DEL ESTE, 1, 634035, 6149850 
15/12/2014, LEANDRO GOMEZ, CAÍDA, LEVE, LUNES, 18, FLORES, TRINIDAD, 1, 508820, 6291235 
20/10/2014, RAMBLA REPUBLICA DEL PERU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 578190, 6136570 
18/8/2014, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 584375, 6140975 
9/6/2014, CALLE 11, CAÍDA, GRAVE, LUNES, 7, MALDONADO, BARRIO HIPODROMO, 1, 687870, 6140205 
11/8/2014, , CAÍDA, LEVE, LUNES, 23, CERRO LARGO, MELO, 1, 767715, 6415995 
4/8/2014, CALLE A Y 8, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, CANELONES, SIN DATOS, 1, 614605, 6152005 
2/6/2014, AVENIDA OCHO DE OCTUBRE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576835, 6139045 
26/5/2014, AVENIDA SORIANO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 18, PAYSANDU, PAYSANDU, 1, 398630, 6422830 
6/10/2014, NO SE INGRESO, CAÍDA, SIN LESIONADOS, LUNES, 10, DURAZNO, SIN DATOS, 1, 597205, 6322860 
15/9/2014, NO SE INGRESO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, SAN JOSE, SIN DATOS, 1, 508505, 6187185 
8/12/2014, NO SE INGRESO, DESPISTE, SIN LESIONADOS, LUNES, 9, TACUAREMBO, SIN DATOS, 1, 615100, 6488980 
23/6/2014, CONT .AV AIGUA , COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MALDONADO, MALDONADO, 1, 687785, 6135220 
24/11/2014, CAMINO PASO LAS PIEDRAS Y OFICIAL 181, CAÍDA, LEVE, LUNES, 10, LAVALLEJA, MINAS, 1, 663810, 6196030 
17/11/2014, NO SE INGRESO, CAÍDA, LEVE, LUNES, 14, SAN JOSE, SIN DATOS, 1, 537640, 6164590 
11/8/2014, NO SE INGRESO, DESPISTE, LEVE, LUNES, 10, PAYSANDU, SIN DATOS, 1, 449275, 6459625 
7/4/2014, CAMINO CASTRO, CAÍDA, LEVE, LUNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 572225, 6142825 
28/7/2014, AVENIDA MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 7, SALTO, SALTO, 1, 412005, 6527105 
21/7/2014, F. RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, RIVERA, RIVERA, 1, 639395, 6580915 
11/8/2014, , DESPISTE, SIN LESIONADOS, LUNES, 8, MALDONADO, SAN CARLOS, 1, 690250, 6149435 
14/7/2014, CONRADO MOLLER, CAÍDA, LEVE, LUNES, 18, CANELONES, SIN DATOS, 1, 570945, 6152785 
11/8/2014, AVENIDA SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, RIVERA, RIVERA, 1, 639110, 6579890 
23/6/2014, OSVALDO CRUZ, CAÍDA, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 579105, 6143315 
10/6/2014, , CAÍDA, LEVE, MARTES, 14, COLONIA, MIGUELETE, 1, 440125, 6236630 
19/5/2014, CERRITO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 0, PAYSANDU, PAYSANDU, 1, 398570, 6423170 
8/12/2014, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, FLORES, TRINIDAD, 1, 509445, 6291690 
23/6/2014, MAURO GARCIA DA ROSA, DESPISTE, GRAVE, LUNES, 11, ARTIGAS, ARTIGAS, 1, 551015, 6635710 
6/10/2014, MIGUEL BARREIRO, ATROPELLO DE PEATÓN, LEVE, LUNES, 21, CERRO LARGO, MELO, 1, 767515, 6413220 
22/12/2014, FRANCIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 10, MALDONADO, PUNTA DEL ESTE, 1, 688100, 6131375 
21/7/2014, MANUEL MELENDEZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, TREINTA Y TRES, TREINTA Y TRES, 1, 743595, 6320165 
18/8/2014, RUTA 4 KM 91, DESPISTE, LEVE, LUNES, 18, SALTO, SIN DATOS, 1, 491630, 6545625 
18/8/2014, GENERAL RIVERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, ARTIGAS, ARTIGAS, 1, 551705, 6636155 
10/11/2014, NO SE INGRESO, DESPISTE, LEVE, LUNES, 10, TACUAREMBO, ANSINA, 1, 645405, 6471950 
14/4/2014, JUAN ACOSTA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 576370, 6143910 
8/12/2014, EL MESANA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, MALDONADO, PUNTA DEL ESTE, 1, 687975, 6129285 
28/7/2014, ITUZAINGO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 9, PAYSANDU, PAYSANDU, 1, 399355, 6423440 
22/12/2014, MAR, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 18, MALDONADO, PUNTA DEL ESTE, 1, 689270, 6131855 
6/10/2014, AVENIDA OCHO DE OCTUBRE, CAÍDA, LEVE, LUNES, 5, MONTEVIDEO, MONTEVIDEO, 1, 579145, 6141470 
9/6/2014, , ATROPELLO DE PEATÓN, LEVE, LUNES, 17, CANELONES, MIGUES, 1, 626045, 6182870 
24/11/2014, BRUNO MENDEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576190, 6142360 
15/9/2014, PURIFICACION, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 17, PAYSANDU, PAYSANDU, 1, 398555, 6426130 
7/4/2014, AVENIDA GENERAL GARIBALDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 575685, 6139940 
5/5/2014, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, CANELONES, PANDO, 1, 595310, 6157715 
26/5/2014, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 575500, 6137355 
8/9/2014, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 576780, 6143055 
14/7/2014, AVENIDA GENERAL FLORES, ATROPELLO DE PEATÓN, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 575440, 6141030 
22/12/2014, JOSE PEDRO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 15, ROCHA, ROCHA, 1, 744895, 6180965 
27/10/2014, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 575135, 6140590 
18/8/2014, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 8, CERRO LARGO, MELO, 1, 766555, 6415370 
24/11/2014, VENTURA, CAÍDA, LEVE, LUNES, 21, CANELONES, BARROS BLANCOS, 1, 590765, 6151185 
2/6/2014, INTENDENTE ORESTES LANZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, SALTO, SALTO, 1, 407845, 6525485 
4/8/2014, AVENIDA GENERAL OSCAR GESTIDO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, CANELONES, LAGOMAR, 1, 593300, 6143615 
1/9/2014, ARENAL GRANDE, ATROPELLO DE PEATÓN, LEVE, LUNES, 10, MONTEVIDEO, MONTEVIDEO, 1, 575550, 6137360 
20/10/2014, JUAN ORTIZ, CAÍDA, LEVE, LUNES, 21, TREINTA Y TRES, TREINTA Y TRES, 1, 744250, 6318795 
14/7/2014, AVENIDA BURGUES, ATROPELLO DE ANIMALES, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 574545, 6142430 
27/10/2014, LUCAS OBES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 572685, 6141840 
15/9/2014, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 577885, 6138970 
27/10/2014, AVENIDA L. ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, CANELONES, PANDO, 1, 595810, 6158180 
7/7/2014, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, PAYSANDU, PAYSANDU, 1, 398180, 6424500 
11/8/2014, AVENIDA AIGUA, ATROPELLO DE ANIMALES, LEVE, LUNES, 19, MALDONADO, MALDONADO, 1, 687285, 6135225 
30/6/2014, OMBU, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 16, MONTEVIDEO, MONTEVIDEO, 1, 579950, 6143785 
11/8/2014, CORONEL WENCESLAO REGULES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 571235, 6141160 
12/5/2014, RUTA 84 KM 3200, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, CANELONES, FRACC. CNO. ANDALUZ Y R.84, 1, 584470, 6152670 
