Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
11/10/2020, RUTA 11 km. 82.500, DESPISTE, FATAL, DOMINGO, 16, SAN JOSE, SIN DATOS, 1, 554610, 6188095 
2/11/2020, CAMINO INTERDEPARTAMENTAL CUCHILLA DE HAEDO, DESPISTE, FATAL, LUNES, 16, PAYSANDU, SIN DATOS, 1, 570740, 6469720 
18/11/2020, RUTA ACCESOS KM 2.000, DESPISTE, FATAL, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 571350, 6141075 
5/12/2020, AVENIDA DAVISON esq. GENERAL JOSE G. ARTIGAS, CAÍDA, FATAL, SÁBADO, 23, RIVERA, MINAS DE CORRALES, 1, 645245, 6505950 
17/12/2020, RUTA 5 KM 16.900, COLISIÓN ENTRE VEHÍCULOS, FATAL, JUEVES, 2, MONTEVIDEO, SIN DATOS, 1, 566775, 6151865 
23/12/2020, AVENIDA DIECIOCHO DE JULIO ESQ ALEJANDRO BEISSO , ATROPELLO DE PEATÓN, FATAL, MIÉRCOLES, 6, MONTEVIDEO, MONTEVIDEO, 1, 576040, 6137870 
19/4/2020, Camino Risso - La Tabla , DESPISTE, FATAL, DOMINGO, 18, SORIANO, SIN DATOS, 1, 447330, 6276805 
19/4/2020, JOSE LLUPES ESQ. DIOGENES HEQUET, ATROPELLO DE PEATÓN, FATAL, DOMINGO, 17, MONTEVIDEO, MONTEVIDEO, 1, 570250, 6143375 
24/4/2020, AVENIDA JOSE BELLONI ESQ. BERGAMO, COLISIÓN ENTRE VEHÍCULOS, FATAL, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578660, 6144845 
25/4/2020, ANGELA B. DE LOPEZ ESQ. VEINTICINCO DE AGOSTO, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 13, TACUAREMBO, PASO DE LOS TOROS, 1, 545040, 6371215 
5/6/2020, RUTA 1 km. 9.000, ATROPELLO DE PEATÓN, FATAL, VIERNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 566665, 6143095 
16/6/2020, RUTA 26 KM 288.000, DESPISTE, FATAL, MARTES, 10, TACUAREMBO, SIN DATOS, 1, 644550, 6472375 
3/7/2020, AVENIDA JOSE BELLONI ESQ. CAMINO EL SEMBRADOR, CAÍDA, FATAL, VIERNES, 22, MONTEVIDEO, SIN DATOS, 1, 578065, 6157190 
29/8/2020, DOCTOR RICARDO BRACERAS esq. WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 12, SORIANO, MERCEDES, 1, 403630, 6320480 
21/9/2020, AVENIDA LUIS BATLLE BERRES esq. CAMINO CIBILS, COLISIÓN ENTRE VEHÍCULOS, FATAL, LUNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 566120, 6145105 
5/10/2020, RUTA 25 km. 18.000, COLISIÓN ENTRE VEHÍCULOS, FATAL, LUNES, 16, RIO NEGRO, SIN DATOS, 1, 430145, 6379405 
16/10/2020, RUTA 2 km. 207.700, COLISIÓN ENTRE VEHÍCULOS, FATAL, VIERNES, 18, SORIANO, JOSE ENRIQUE RODO, 1, 451590, 6270685 
4/11/2020, RUTA 1 KM 71, COLISIÓN ENTRE VEHÍCULOS, FATAL, MIÉRCOLES, 23, SAN JOSE, SIN DATOS, 1, 519750, 6178645 
7/11/2020, Ruta 6 KM. 387.000 ESQ. PARAJE PASO HONDO, COLISIÓN ENTRE VEHÍCULOS, FATAL, SÁBADO, 0, RIVERA, SIN DATOS, 1, 717450, 6479360 
13/11/2020, ACCESOS KM 4.500, COLISIÓN CON OBSTÁCULO EN CALZADA, FATAL, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 569450, 6140875 
15/11/2020, LUIS B. POZZOLO esq. FLORENCIO SANCHEZ, COLISIÓN ENTRE VEHÍCULOS, FATAL, DOMINGO, 18, SORIANO, MERCEDES, 1, 403120, 6320170 
15/12/2020, FERNANDO SECCO APARICIO ESQ. HECTOR GUTIERREZ RUIZ, CAÍDA, FATAL, MARTES, 3, TACUAREMBO, TACUAREMBO, 1, 597430, 6492120 
11/5/2020, CALLE OJALMI ENTRE SAN MARTIN Y CONCORDIA, COLISIÓN ENTRE VEHÍCULOS, FATAL, LUNES, 22, SALTO, SIN DATOS, 1, 412985, 6530360 
