Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
9/1/2021, RUTA 26 KM 375, CAÍDA, LEVE, SÁBADO, 20, CERRO LARGO, SIN DATOS, 1, 721565, 6419965 
9/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 21, CANELONES, ATLANTIDA, 1, 613655, 6152255 
10/1/2021, CALLE 13, CAÍDA, SIN LESIONADOS, DOMINGO, 0, COLONIA, ARTILLEROS, 1, 446850, 6190620 
10/1/2021, CAMINO CORTADA RUTA 9, DESPISTE, GRAVE, DOMINGO, 0, LAVALLEJA, SIN DATOS, 1, 641675, 6169840 
10/1/2021, J. NOGUEIRA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 2, DURAZNO, DURAZNO, 1, 543765, 6306390 
10/1/2021, AVENIDA FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 2, MALDONADO, PUNTA DEL ESTE, 1, 688070, 6132435 
10/1/2021, DOUGLAS, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 4, CANELONES, VILLA AEROPARQUE, 1, 591580, 6150120 
10/1/2021, SIN DATOS, ATROPELLO DE ANIMALES, GRAVE, DOMINGO, 5, ARTIGAS, SIN DATOS, 1, 443135, 6641860 
10/1/2021, RUTA 6 KM 75, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 11, CANELONES, SIN DATOS, 1, 595555, 6201695 
10/1/2021, CLAUDIO WILLIMAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 12, MALDONADO, PINARES - LAS DELICIAS, 1, 685300, 6134025 
10/1/2021, SIN DATOS, DESPISTE, LEVE, DOMINGO, 13, CANELONES, SANTA LUCIA, 1, 557505, 6189920 
10/1/2021, AVENIDA LUIS BATTLE BERRES, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 11, CANELONES, LAGOMAR, 1, 593080, 6145335 
10/1/2021, SIN DATOS, CAÍDA, LEVE, DOMINGO, 14, CANELONES, COLONIA NICOLICH, 1, 587690, 6147585 
10/1/2021, RUTA DIEZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 16, MALDONADO, PUNTA BALLENA, 1, 679090, 6137855 
10/1/2021, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 19, LAVALLEJA, JOSE BATLLE Y ORDOÑEZ, 1, 672255, 6294675 
10/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, FLORES, SIN DATOS, 1, 496525, 6306985 
10/1/2021, SIN DATOS, DESPISTE, GRAVE, DOMINGO, 18, CANELONES, SIN DATOS, 1, 622295, 6186990 
10/1/2021, SIN DATOS, ATROPELLO DE ANIMALES, SIN LESIONADOS, DOMINGO, 20, LAVALLEJA, SIN DATOS, 1, 706365, 6254710 
10/1/2021, GENERAL APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 21, CERRO LARGO, MELO, 1, 766340, 6414605 
10/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 21, CANELONES, SIN DATOS, 1, 627260, 6153380 
11/1/2021, PEDRO FIGARI, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 0, COLONIA, COLONIA DEL SACRAMENTO, 1, 422400, 6187175 
10/1/2021, DOCTOR POUEY, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 22, CANELONES, SIN DATOS, 1, 571065, 6156145 
11/1/2021, SIN DATOS, DESPISTE, GRAVE, LUNES, 8, COLONIA, SIN DATOS, 1, 481020, 6199755 
11/1/2021, BOULEVARD GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, MALDONADO, PUNTA DEL ESTE, 1, 687210, 6128885 
11/1/2021, DIECINUEVE DE ABRIL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 12, COLONIA, CARMELO, 1, 381455, 6237380 
11/1/2021, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 11, FLORIDA, SIN DATOS, 1, 626590, 6241335 
11/1/2021, CARLOS REYLES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 11, MALDONADO, SAN CARLOS, 1, 690400, 6147860 
11/1/2021, AVENIDA FRANKLIN DELANO ROOSEVELT, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 14, MALDONADO, PUNTA DEL ESTE, 1, 688720, 6131660 
11/1/2021, LORENZO BATLLE PACHECO, DESPISTE, LEVE, LUNES, 15, MALDONADO, SAN RAFAEL - EL PLACER, 1, 694600, 6134235 
11/1/2021, AVENIDA ZORRILLA DE SAN MARTIN||CANELONES||PINAMAR||PINEPARK, ATROPELLO DE PEATÓN, LEVE, LUNES, 16, CANELONES, PINAMAR - PINEPARK, 1, 604640, 6150985 
11/1/2021, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422230, 6185345 
11/1/2021, SIN DATOS, DESPISTE, LEVE, LUNES, 15, CANELONES, SIN DATOS, 1, 576350, 6173760 
11/1/2021, COSTANERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422075, 6187405 
11/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 16, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 589475, 6143735 
11/1/2021, AVENIDA APARICIO SARAVIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 19, MALDONADO, SAN RAFAEL - EL PLACER, 1, 689875, 6134415 
11/1/2021, CALLE 26, COLISIÓN ENTRE VEHÍCULOS, GRAVE, LUNES, 20, CERRO LARGO, MELO, 1, 767575, 6414120 
11/1/2021, GENERAL DE LA LLANA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, LAVALLEJA, MINAS, 1, 662095, 6194170 
11/1/2021, RAMBLA GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 23, MALDONADO, PUNTA DEL ESTE, 1, 687330, 6128905 
11/1/2021, SANDINO Y LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 22, CANELONES, COLONIA NICOLICH, 1, 591415, 6146375 
12/1/2021, ALEJANDRO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 10, FLORIDA, FLORIDA, 1, 572430, 6226445 
12/1/2021, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 11, LAVALLEJA, MINAS, 1, 661635, 6195295 
12/1/2021, LEANDRO GOMEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MALDONADO, PINARES - LAS DELICIAS, 1, 683970, 6136265 
11/1/2021, PASAJE, CAÍDA, LEVE, LUNES, 7, MALDONADO, PINARES - LAS DELICIAS, 1, 686325, 6134625 
12/1/2021, SIN NOMBRE, CAÍDA, SIN LESIONADOS, MARTES, 11, MALDONADO, PUNTA DEL ESTE, 1, 689370, 6131930 
12/1/2021, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 18, CANELONES, SAUCE, 1, 586205, 6165560 
12/1/2021, AV. ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, MALDONADO, PUNTA DEL ESTE, 1, 688860, 6131340 
12/1/2021, VIA_PUBLICA, CAÍDA, LEVE, MARTES, 19, COLONIA, COLONIA DEL SACRAMENTO, 1, 422230, 6185345 
12/1/2021, SARANDI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 17, LAVALLEJA, MINAS, 1, 661955, 6194910 
12/1/2021, GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, COLONIA, COLONIA DEL SACRAMENTO, 1, 422500, 6185360 
12/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 18, CANELONES, SIN DATOS, 1, 602600, 6157855 
15/1/2021, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 21, CANELONES, SIN DATOS, 1, 581210, 6181335 
7/2/2021, SIN DATOS, DESPISTE, LEVE, DOMINGO, 0, COLONIA, SIN DATOS, 1, 417960, 6235150 
26/2/2021, RUTA 7 KM 11, DESPISTE, LEVE, VIERNES, 19, CERRO LARGO, SIN DATOS, 1, 774375, 6425175 
2/3/2021, RUTA 70 KM 74, DESPISTE, LEVE, MARTES, 13, CANELONES, SIN DATOS, 1, 636130, 6158855 
4/3/2021, SIN DATOS, CAÍDA, LEVE, JUEVES, 11, CANELONES, AEROPUERTO INTERNACIONAL DE CARRASCO, 1, 590630, 6146255 
13/3/2021, REBERBEL, DESPISTE, GRAVE, SÁBADO, 10, ARTIGAS, ARTIGAS, 1, 552080, 6637165 
6/4/2020, REPUBLICA ARGENTINA, CAÍDA, LEVE, LUNES, 0, CANELONES, SIN DATOS, 1, 572325, 6157265 
6/4/2020, FERNANDO CARBALLO, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 13, COLONIA, COLONIA DEL SACRAMENTO, 1, 425190, 6187860 
6/4/2020, SANABRIA Y CALLE 16, ATROPELLO DE ANIMALES, SIN LESIONADOS, LUNES, 17, MALDONADO, PIRIAPOLIS, 1, 658590, 6141790 
7/4/2020, DOCTOR CARNELLI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 12, FLORES, TRINIDAD, 1, 508245, 6291045 
7/4/2020, CALLE 19, CAÍDA, GRAVE, MARTES, 11, DURAZNO, CENTENARIO, 1, 547335, 6367405 
7/4/2020, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 15, CANELONES, COLONIA NICOLICH, 1, 590750, 6146860 
7/4/2020, FLORENCIO SANCHEZ, DESPISTE, LEVE, MARTES, 17, ARTIGAS, ARTIGAS, 1, 551210, 6637300 
8/4/2020, INDEPENDENCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 8, CANELONES, PANDO, 1, 595065, 6157535 
1/9/2020, RUTA 7 GRAL. APARICIO SARAVIA, DESPISTE, LEVE, MARTES, 16, CERRO LARGO, FRAILE MUERTO, 1, 731515, 6399350 
9/4/2020, CERRITO, DESPISTE, SIN LESIONADOS, JUEVES, 7, LAVALLEJA, JOSE PEDRO VARELA, 1, 729630, 6295350 
9/4/2020, NACIONAL F. SANCHEZ, CAÍDA, LEVE, JUEVES, 14, FLORIDA, FLORIDA, 1, 570575, 6226705 
9/4/2020, RUTA 19. MALBAJAR, DESPISTE, SIN LESIONADOS, JUEVES, 13, DURAZNO, SIN DATOS, 1, 644005, 6339215 
9/4/2020, RAMAL RUTA 5 KM. 99.500, DESPISTE, SIN LESIONADOS, JUEVES, 16, FLORIDA, SIN DATOS, 1, 561580, 6222910 
9/4/2020, RUTA 50, CAÍDA, SIN LESIONADOS, JUEVES, 23, COLONIA, SIN DATOS, 1, 442985, 6206925 
15/3/2021, SIN DATOS, DESPISTE, LEVE, LUNES, 18, CANELONES, SIN DATOS, 1, 603315, 6154225 
7/7/2020, RUTA 19, DESPISTE, LEVE, MARTES, 10, DURAZNO, SIN DATOS, 1, 672600, 6336360 
28/4/2020, SIN DATOS, DESPISTE, SIN LESIONADOS, MARTES, 7, FLORIDA, SIN DATOS, 1, 619410, 6219245 
2/6/2020, SIN DATOS, DESPISTE, GRAVE, MARTES, 8, COLONIA, SIN DATOS, 1, 410715, 6221910 
21/6/2020, SIN DATOS, CAÍDA, LEVE, DOMINGO, 13, CANELONES, SIN DATOS, 1, 605570, 6155150 
24/6/2020, SIN DATOS, DESPISTE, LEVE, MIÉRCOLES, 18, CANELONES, SALINAS, 1, 606160, 6151330 
20/6/2020, SIN DATOS, DESPISTE, GRAVE, SÁBADO, 14, COLONIA, SIN DATOS, 1, 410715, 6221910 
27/4/2020, SIN DATOS, DESPISTE, SIN LESIONADOS, LUNES, 20, CANELONES, SANTA LUCIA, 1, 558315, 6187395 
21/4/2020, AVENIDA WILSON FERREIRA ALDUNATE, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, CANELONES, PASO CARRASCO, 1, 587045, 6142300 
1/5/2020, DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 10, CERRO LARGO, MELO, 1, 766605, 6415050 
4/5/2020, GENERAL FRUCTUOSO RIVERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 14, MALDONADO, PAN DE AZUCAR, 1, 662165, 6150185 
5/5/2020, GENERAL JOSE G. ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, CANELONES, TALA, 1, 613800, 6198840 
1/7/2020, SANTIAGO VAZQUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, DURAZNO, DURAZNO, 1, 544815, 6306625 
1/7/2020, SIN DATOS, DESPISTE, SIN LESIONADOS, MIÉRCOLES, 17, MALDONADO, LA CAPUERA, 1, 672455, 6140535 
1/7/2020, GENERAL JUAN ANTONIO LAVALLEJA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 18, LAVALLEJA, MINAS, 1, 662085, 6194305 
2/7/2020, GOLONDRINAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 19, MALDONADO, MALDONADO, 1, 685985, 6136145 
3/7/2020, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 1, CANELONES, EL PINAR, 1, 598115, 6149740 
3/7/2020, SANTIAGO VAZQUEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, LAVALLEJA, MINAS, 1, 661695, 6195520 
3/7/2020, SIN DATOS, CAÍDA, LEVE, VIERNES, 14, CANELONES, SIN DATOS, 1, 567175, 6174930 
3/7/2020, LIBERTOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, CERRO LARGO, MELO, 1, 769460, 6415150 
3/7/2020, LAS FOCAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 18, MALDONADO, PUNTA DEL ESTE, 1, 687970, 6129615 
4/7/2020, TOMAS BERRETA, ATROPELLO DE ANIMALES, LEVE, SÁBADO, 16, CANELONES, SIN DATOS, 1, 569870, 6153305 
4/7/2020, SIN DATOS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 17, CANELONES, FRACC. SOBRE RUTA 74, 1, 588970, 6155450 
4/7/2020, GENERAL MANUEL ORIBE, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 18, CERRO LARGO, MELO, 1, 765960, 6414410 
4/7/2020, GENERAL JOSE G. ARTIGAS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, SÁBADO, 21, FLORIDA, SARANDI GRANDE, 1, 562730, 6267550 
15/7/2020, AVENIDA PETRINI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, DURAZNO, SARANDI DEL YI, 1, 627875, 6310315 
15/7/2020, ALEJANDRO GALLINAL, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, FLORIDA, FLORIDA, 1, 571835, 6226995 
18/7/2020, MARTIN ETCHEGOYEN, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 22, DURAZNO, DURAZNO, 1, 544575, 6305950 
18/7/2020, GENERAL ARTIGAS, DESPISTE, LEVE, SÁBADO, 22, CANELONES, PROGRESO, 1, 571720, 6160880 
19/7/2020, RUTA 8 KM 133.900, DESPISTE, LEVE, DOMINGO, 15, LAVALLEJA, SIN DATOS, 1, 682195, 6201180 
20/5/2020, VEINTICINCO DE MAYO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 10, LAVALLEJA, MINAS, 1, 661930, 6194425 
20/5/2020, AV. FRANCIA, CAÍDA, LEVE, MIÉRCOLES, 17, MALDONADO, PUNTA DEL ESTE, 1, 686945, 6132760 
