"DPTO","LOC","SECC","SEGM","Total"
"01","020","01","001",696
"01","020","01","002",660
"01","020","01","003",786
"01","020","01","104",882
"01","020","01","105",818
"01","020","01","204",754
"01","020","01","205",992
"01","020","02","001",983
"01","020","02","003",786
"01","020","02","004",275
"01","020","02","102",662
"01","020","02","202",637
"01","020","03","003",584
"01","020","03","101",966
"01","020","03","102",607
"01","020","03","104",711
"01","020","03","201",608
"01","020","03","202",852
"01","020","03","204",645
"01","020","04","001",856
"01","020","04","102",975
"01","020","04","103",1795
"01","020","04","104",1454
"01","020","04","202",926
"01","020","04","203",1451
"01","020","04","204",1729
"01","020","05","101",1184
"01","020","05","102",1012
"01","020","05","103",1340
"01","020","05","104",1201
"01","020","05","105",1555
"01","020","05","106",970
"01","020","05","201",1429
"01","020","05","202",1272
"01","020","05","203",1197
"01","020","05","204",1044
"01","020","05","205",1217
"01","020","05","206",932
"01","020","06","101",1163
"01","020","06","102",1078
"01","020","06","103",754
"01","020","06","104",873
"01","020","06","201",1601
"01","020","06","202",1470
"01","020","06","203",938
"01","020","06","204",1102
"01","020","06","304",892
"01","020","07","001",1190
"01","020","07","009",1736
"01","020","07","010",1577
"01","020","07","102",950
"01","020","07","103",1047
"01","020","07","104",1208
"01","020","07","105",1145
"01","020","07","106",1398
"01","020","07","107",1146
"01","020","07","108",962
"01","020","07","202",903
"01","020","07","203",1096
"01","020","07","204",886
"01","020","07","205",1248
"01","020","07","206",1541
"01","020","07","207",1326
"01","020","07","208",927
"01","020","07","303",1139
"01","020","08","001",237
"01","020","08","002",1457
"01","020","08","003",1735
"01","020","08","004",1202
"01","020","08","006",724
"01","020","08","007",814
"01","020","08","008",525
"01","020","08","009",303
"01","020","08","010",655
"01","020","08","012",1050
"01","020","08","013",1187
"01","020","08","105",927
"01","020","08","111",2121
"01","020","08","114",1140
"01","020","08","205",841
"01","020","08","211",1447
"01","020","08","214",944
"01","020","08","314",1248
"01","020","09","001",1192
"01","020","09","002",837
"01","020","09","003",1735
"01","020","09","004",668
"01","020","09","005",1278
"01","020","09","006",771
"01","020","09","007",431
"01","020","09","008",1198
"01","020","09","009",1066
"01","020","09","010",480
"01","020","09","011",810
"01","020","09","012",452
"01","020","09","013",587
"01","020","09","014",686
"01","020","09","015",903
"01","020","09","016",495
"01","020","09","018",1707
"01","020","09","019",530
"01","020","09","020",514
"01","020","09","021",1023
"01","020","09","022",704
"01","020","09","023",593
"01","020","09","024",845
"01","020","09","025",1514
"01","020","09","026",2291
"01","020","09","027",1121
"01","020","09","028",700
"01","020","09","029",1620
"01","020","09","030",885
"01","020","09","031",1040
"01","020","09","032",1484
"01","020","09","033",2176
"01","020","09","034",1234
"01","020","09","035",1247
"01","020","09","036",1358
"01","020","09","038",599
"01","020","09","047",5635
"01","020","09","054",89
"01","020","09","055",152
"01","020","09","117",3858
"01","020","09","217",3083
"01","020","09","255",3853
"01","020","09","257",309
"01","020","10","004",1521
"01","020","10","005",1518
"01","020","10","006",1187
"01","020","10","008",988
"01","020","10","009",1868
"01","020","10","012",1232
"01","020","10","015",1297
"01","020","10","021",983
"01","020","10","040",1747
"01","020","10","041",1827
"01","020","10","042",1225
"01","020","10","043",1491
"01","020","10","044",1391
"01","020","10","045",1555
"01","020","10","047",1087
"01","020","10","051",1673
"01","020","10","052",1357
"01","020","10","053",813
"01","020","10","054",1240
"01","020","10","055",1429
"01","020","10","056",1429
"01","020","10","057",1289
"01","020","10","058",1715
"01","020","10","059",1933
"01","020","10","060",1298
"01","020","10","061",1578
"01","020","10","062",645
"01","020","10","063",754
"01","020","10","064",1912
"01","020","10","065",1500
"01","020","10","066",676
"01","020","10","067",712
"01","020","10","069",666
"01","020","10","070",645
"01","020","10","071",410
"01","020","10","072",576
"01","020","10","073",640
"01","020","10","074",587
"01","020","10","075",675
"01","020","10","076",2033
"01","020","10","077",850
"01","020","10","078",878
"01","020","10","101",1403
"01","020","10","102",1029
"01","020","10","103",964
"01","020","10","107",729
"01","020","10","110",734
"01","020","10","111",899
"01","020","10","113",756
"01","020","10","114",825
"01","020","10","116",1254
"01","020","10","117",1112
"01","020","10","118",1087
"01","020","10","119",972
"01","020","10","120",2306
"01","020","10","122",903
"01","020","10","123",838
"01","020","10","124",1104
"01","020","10","125",1992
"01","020","10","126",1164
"01","020","10","127",977
"01","020","10","128",2370
"01","020","10","129",988
"01","020","10","130",1189
"01","020","10","131",974
"01","020","10","132",1247
"01","020","10","133",1009
"01","020","10","134",1011
"01","020","10","135",1417
"01","020","10","136",665
"01","020","10","137",1002
"01","020","10","138",2432
"01","020","10","139",1323
"01","020","10","146",1896
"01","020","10","148",1298
"01","020","10","149",1328
"01","020","10","150",1037
"01","020","10","168",1548
"01","020","10","201",1273
"01","020","10","202",747
"01","020","10","203",874
"01","020","10","207",1217
"01","020","10","210",782
"01","020","10","211",1123
"01","020","10","213",984
"01","020","10","214",746
"01","020","10","216",1063
"01","020","10","217",1114
"01","020","10","218",1512
"01","020","10","219",1172
"01","020","10","220",1838
"01","020","10","222",817
"01","020","10","223",864
"01","020","10","224",1060
"01","020","10","225",1735
"01","020","10","226",1089
"01","020","10","227",866
"01","020","10","228",1641
"01","020","10","229",649
"01","020","10","230",1491
"01","020","10","231",1256
"01","020","10","232",1186
"01","020","10","233",1222
"01","020","10","234",1540
"01","020","10","235",1553
"01","020","10","236",1047
"01","020","10","237",990
"01","020","10","238",4040
"01","020","10","239",1559
"01","020","10","246",1604
"01","020","10","248",1914
"01","020","10","249",1852
"01","020","10","250",996
"01","020","10","268",2113
"01","020","10","316",1052
"01","020","10","319",2333
"01","020","10","320",1793
"01","020","10","328",954
"01","020","10","333",2273
"01","020","10","338",2065
"01","020","10","419",1206
"01","020","10","428",2015
"01","020","10","438",1704
"01","020","10","519",1316
"01","020","10","538",2019
"01","020","11","001",2175
"01","020","11","002",1787
"01","020","11","003",1151
"01","020","11","004",1421
"01","020","11","005",1391
"01","020","11","008",1180
"01","020","11","010",1698
"01","020","11","012",1116
"01","020","11","013",994
"01","020","11","015",1399
"01","020","11","016",1288
"01","020","11","017",1411
"01","020","11","018",1240
"01","020","11","019",792
"01","020","11","020",1088
"01","020","11","028",922
"01","020","11","031",1839
"01","020","11","032",992
"01","020","11","059",1116
"01","020","11","060",1455
"01","020","11","061",1852
"01","020","11","062",2157
"01","020","11","069",3191
"01","020","11","073",2311
"01","020","11","074",890
"01","020","11","076",471
"01","020","11","078",1607
"01","020","11","079",1556
"01","020","11","090",2015
"01","020","11","091",6093
"01","020","11","092",5364
"01","020","11","097",1890
"01","020","11","099",1816
"01","020","11","106",1121
"01","020","11","107",1823
"01","020","11","109",1415
"01","020","11","111",1220
"01","020","11","114",883
"01","020","11","129",887
"01","020","11","130",1309
"01","020","11","133",1039
"01","020","11","134",1713
"01","020","11","135",4282
"01","020","11","136",1366
"01","020","11","137",1071
"01","020","11","138",1113
"01","020","11","163",1197
"01","020","11","168",1376
"01","020","11","206",1436
"01","020","11","207",1615
"01","020","11","209",1723
"01","020","11","211",967
"01","020","11","214",1077
"01","020","11","229",860
"01","020","11","230",1470
"01","020","11","233",1268
"01","020","11","234",705
"01","020","11","235",2342
"01","020","11","236",1736
"01","020","11","237",1083
"01","020","11","238",1108
"01","020","11","263",1196
"01","020","11","268",1702
"01","020","11","286",1112
"01","020","11","287",1975
"01","020","11","289",4491
"01","020","11","296",394
"01","020","11","298",805
"01","020","12","001",1403
"01","020","12","002",1513
"01","020","12","003",1211
"01","020","12","005",944
"01","020","12","008",1274
"01","020","12","009",1389
"01","020","12","010",1108
"01","020","12","011",1664
"01","020","12","013",1490
"01","020","12","014",731
"01","020","12","015",963
"01","020","12","018",1606
"01","020","12","021",1142
"01","020","12","022",1457
"01","020","12","023",1292
"01","020","12","024",1268
"01","020","12","026",1504
"01","020","12","031",1090
"01","020","12","033",1291
"01","020","12","034",1310
"01","020","12","104",1016
"01","020","12","106",968
"01","020","12","107",802
"01","020","12","112",1580
"01","020","12","116",883
"01","020","12","117",848
"01","020","12","119",918
"01","020","12","120",1515
"01","020","12","125",926
"01","020","12","127",1167
"01","020","12","128",1320
"01","020","12","129",761
"01","020","12","130",649
"01","020","12","132",759
"01","020","12","135",1067
"01","020","12","136",1476
"01","020","12","204",825
"01","020","12","206",773
"01","020","12","207",899
"01","020","12","212",1339
"01","020","12","216",689
"01","020","12","217",744
"01","020","12","219",1028
"01","020","12","220",2117
"01","020","12","225",786
"01","020","12","227",1079
"01","020","12","228",1342
"01","020","12","229",746
"01","020","12","230",935
"01","020","12","232",787
"01","020","12","235",1130
"01","020","12","236",1547
"01","020","13","001",731
"01","020","13","002",1065
"01","020","13","003",1421
"01","020","13","004",708
"01","020","13","005",1196
"01","020","13","006",939
"01","020","13","007",1490
"01","020","13","008",604
"01","020","13","009",374
"01","020","13","010",501
"01","020","13","011",511
"01","020","13","012",2167
"01","020","13","014",996
"01","020","13","015",886
"01","020","13","016",982
"01","020","13","017",1278
"01","020","13","018",1532
"01","020","13","019",783
"01","020","13","020",271
"01","020","13","021",1231
"01","020","13","022",1524
"01","020","13","023",1013
"01","020","13","024",1107
"01","020","13","025",966
"01","020","13","026",1409
"01","020","13","027",1268
"01","020","13","028",982
"01","020","13","029",726
"01","020","13","030",895
"01","020","13","031",891
"01","020","13","033",3192
"01","020","13","037",1538
"01","020","13","038",899
"01","020","13","048",2949
"01","020","13","049",2133
"01","020","13","050",1800
"01","020","13","051",4488
"01","020","13","132",1715
"01","020","13","134",1746
"01","020","13","135",1948
"01","020","13","139",2803
"01","020","13","140",644
"01","020","13","152",2610
"01","020","13","213",2084
"01","020","13","232",2608
"01","020","13","234",1597
"01","020","13","235",1217
"01","020","13","236",7718
"01","020","13","239",1432
"01","020","13","240",2499
"01","020","13","242",5731
"01","020","13","252",1609
"01","020","13","332",2008
"01","020","13","336",1974
"01","020","13","352",1001
"01","020","13","432",1358
"01","020","13","442",89
"01","020","13","532",1319
"01","020","14","001",4
"01","020","14","002",617
"01","020","14","003",699
"01","020","14","004",681
"01","020","14","006",692
"01","020","14","009",1000
"01","020","14","010",1723
"01","020","14","015",48
"01","020","14","016",371
"01","020","14","017",1464
"01","020","14","018",2266
"01","020","14","023",671
"01","020","14","024",1808
"01","020","14","026",1327
"01","020","14","105",1116
"01","020","14","107",986
"01","020","14","108",1045
"01","020","14","111",881
"01","020","14","112",1058
"01","020","14","113",803
"01","020","14","114",826
"01","020","14","119",1243
"01","020","14","120",730
"01","020","14","121",893
"01","020","14","122",1647
"01","020","14","125",758
"01","020","14","205",943
"01","020","14","207",785
"01","020","14","208",995
"01","020","14","211",968
"01","020","14","212",980
"01","020","14","213",1093
"01","020","14","214",845
"01","020","14","219",751
"01","020","14","220",820
"01","020","14","221",907
"01","020","14","222",1393
"01","020","14","225",742
"01","020","15","001",742
"01","020","15","002",1259
"01","020","15","013",1607
"01","020","15","103",1208
"01","020","15","104",1260
"01","020","15","105",1128
"01","020","15","106",1347
"01","020","15","107",1476
"01","020","15","108",1090
"01","020","15","109",1483
"01","020","15","110",1037
"01","020","15","111",993
"01","020","15","112",1065
"01","020","15","114",910
"01","020","15","203",1219
"01","020","15","204",842
"01","020","15","205",1272
"01","020","15","206",1543
"01","020","15","207",1665
"01","020","15","208",1282
"01","020","15","209",1720
"01","020","15","210",925
"01","020","15","211",1005
"01","020","15","212",1155
"01","020","15","214",803
"01","020","15","305",1179
"01","020","15","306",1430
"01","020","15","312",1283
"01","020","16","001",1442
"01","020","16","002",281
"01","020","16","003",554
"01","020","16","004",1661
"01","020","16","005",2997
"01","020","16","006",1679
"01","020","16","007",1048
"01","020","16","008",4255
"01","020","16","009",2108
"01","020","16","011",833
"01","020","16","012",1150
"01","020","16","014",1080
"01","020","16","015",1776
"01","020","16","016",1535
"01","020","16","017",1232
"01","020","16","018",762
"01","020","16","019",1530
"01","020","16","020",1306
"01","020","16","021",302
"01","020","16","022",1620
"01","020","16","023",1070
"01","020","16","028",519
"01","020","16","030",1326
"01","020","16","042",1915
"01","020","16","043",418
"01","020","16","044",142
"01","020","16","045",597
"01","020","16","110",1765
"01","020","16","113",963
"01","020","16","125",2660
"01","020","16","210",806
"01","020","16","213",1950
"01","020","16","225",2213
"01","020","16","226",1448
"01","020","16","227",1005
"01","020","16","231",714
"01","020","16","239",230
"01","020","16","339",169
"01","020","17","001",3078
"01","020","17","005",4194
"01","020","17","006",5654
"01","020","17","010",2600
"01","020","17","012",1588
"01","020","17","017",1000
"01","020","17","020",1015
"01","020","17","021",1552
"01","020","17","026",1329
"01","020","17","027",2188
"01","020","17","031",1654
"01","020","17","032",2933
"01","020","17","042",1609
"01","020","17","043",637
"01","020","17","044",1094
"01","020","17","102",2188
"01","020","17","103",1211
"01","020","17","104",2267
"01","020","17","107",1105
"01","020","17","108",2016
"01","020","17","109",2270
"01","020","17","111",1245
"01","020","17","113",1525
"01","020","17","114",1690
"01","020","17","115",1300
"01","020","17","116",1336
"01","020","17","118",797
"01","020","17","119",1551
"01","020","17","122",1594
"01","020","17","123",1013
"01","020","17","124",1611
"01","020","17","125",1095
"01","020","17","128",4103
"01","020","17","129",3963
"01","020","17","130",4619
"01","020","17","141",893
"01","020","17","202",1627
"01","020","17","203",1243
"01","020","17","204",1718
"01","020","17","207",1319
"01","020","17","208",1595
"01","020","17","209",1693
"01","020","17","211",1204
"01","020","17","213",1358
"01","020","17","214",1842
"01","020","17","215",1386
"01","020","17","216",614
"01","020","17","218",1198
"01","020","17","219",1415
"01","020","17","222",1555
"01","020","17","223",1158
"01","020","17","224",1665
"01","020","17","225",1245
"01","020","17","228",2427
"01","020","17","229",2256
"01","020","17","230",2932
"01","020","17","234",181
"01","020","17","238",754
"01","020","17","239",1220
"01","020","17","240",852
"01","020","17","241",1877
"01","020","17","303",1576
"01","020","17","319",1464
"01","020","17","330",1637
"01","020","17","341",2016
"01","020","17","430",2192
"01","020","17","633",1719
"01","020","18","010",1333
"01","020","18","031",988
"01","020","18","101",14
"01","020","18","102",901
"01","020","18","103",1283
"01","020","18","104",1640
"01","020","18","105",2023
"01","020","18","106",1792
"01","020","18","107",1896
"01","020","18","108",1518
"01","020","18","109",1267
"01","020","18","111",1613
"01","020","18","112",1561
"01","020","18","113",1733
"01","020","18","114",2057
"01","020","18","115",1128
"01","020","18","116",1263
"01","020","18","117",1552
"01","020","18","118",1163
"01","020","18","119",1318
"01","020","18","120",1392
"01","020","18","121",939
"01","020","18","122",1615
"01","020","18","123",1517
"01","020","18","124",1306
"01","020","18","125",1644
"01","020","18","126",1602
"01","020","18","127",1456
"01","020","18","128",1802
"01","020","18","129",986
"01","020","18","130",891
"01","020","18","201",1589
"01","020","18","202",1060
"01","020","18","203",1434
"01","020","18","204",1789
"01","020","18","205",1948
"01","020","18","206",2490
"01","020","18","207",1608
"01","020","18","208",1651
"01","020","18","209",1345
"01","020","18","211",1202
"01","020","18","212",2011
"01","020","18","213",1675
"01","020","18","214",1944
"01","020","18","215",1142
"01","020","18","216",1519
"01","020","18","217",1441
"01","020","18","218",1133
"01","020","18","219",934
"01","020","18","220",1031
"01","020","18","221",1268
"01","020","18","222",1644
"01","020","18","223",1362
"01","020","18","224",1375
"01","020","18","225",1171
"01","020","18","226",1452
"01","020","18","227",1277
"01","020","18","228",1176
"01","020","18","229",1124
"01","020","18","230",1014
"01","020","18","301",944
"01","020","18","306",1544
"01","020","18","315",1379
"01","020","18","319",1079
"01","020","18","320",1111
"01","020","18","321",1497
"01","020","19","003",934
"01","020","19","008",1572
"01","020","19","009",1258
"01","020","19","010",1419
"01","020","19","013",1344
"01","020","19","015",1405
"01","020","19","016",1246
"01","020","19","101",1058
"01","020","19","102",833
"01","020","19","104",834
"01","020","19","105",1057
"01","020","19","106",723
"01","020","19","107",816
"01","020","19","111",763
"01","020","19","112",1077
"01","020","19","114",947
"01","020","19","201",632
"01","020","19","202",899
"01","020","19","204",825
"01","020","19","205",1177
"01","020","19","206",671
"01","020","19","207",853
"01","020","19","211",868
"01","020","19","212",1122
"01","020","19","214",977
"01","020","20","001",586
"01","020","20","002",1415
"01","020","20","003",1001
"01","020","20","004",1124
"01","020","20","005",24
"01","020","20","006",567
"01","020","20","007",1167
"01","020","20","008",1087
"01","020","20","009",1181
"01","020","20","010",1327
"01","020","20","011",1085
"01","020","20","012",1146
"01","020","20","013",1289
"01","020","20","014",1312
"01","020","20","015",1177
"01","020","20","016",567
"01","020","20","018",697
"01","020","20","019",958
"01","020","20","020",1502
"01","020","20","023",1656
"01","020","20","024",2097
"01","020","20","026",1643
"01","020","20","027",2847
"01","020","20","028",968
"01","020","20","029",1321
"01","020","20","033",1245
"01","020","20","034",1242
"01","020","20","035",1727
"01","020","20","036",1457
"01","020","20","037",1270
"01","020","20","039",78
"01","020","20","040",879
"01","020","20","041",4546
"01","020","20","042",1065
"01","020","20","043",1278
"01","020","20","044",894
"01","020","20","046",1922
"01","020","20","047",1556
"01","020","20","048",1344
"01","020","20","049",1347
"01","020","20","117",706
"01","020","20","121",710
"01","020","20","122",1057
"01","020","20","125",1160
"01","020","20","130",1816
"01","020","20","131",749
"01","020","20","132",1376
"01","020","20","138",868
"01","020","20","145",903
"01","020","20","217",794
"01","020","20","221",855
"01","020","20","222",1094
"01","020","20","225",1121
"01","020","20","230",1250
"01","020","20","231",971
"01","020","20","232",1420
"01","020","20","238",813
"01","020","20","245",878
"01","020","21","002",343
"01","020","21","003",350
"01","020","21","005",2654
"01","020","21","007",1683
"01","020","21","010",782
"01","020","21","011",785
"01","020","21","012",1013
"01","020","21","013",928
"01","020","21","014",887
"01","020","21","016",1916
"01","020","21","017",1783
"01","020","21","018",770
"01","020","21","019",1610
"01","020","21","020",1303
"01","020","21","021",1974
"01","020","21","023",1053
"01","020","21","024",1252
"01","020","21","026",822
"01","020","21","027",1582
"01","020","21","031",1164
"01","020","21","033",1681
"01","020","21","034",1461
"01","020","21","035",1263
"01","020","21","037",1396
"01","020","21","038",1006
"01","020","21","039",1881
"01","020","21","040",1508
"01","020","21","043",1207
"01","020","21","045",1872
"01","020","21","047",2413
"01","020","21","048",2056
"01","020","21","104",2253
"01","020","21","106",1224
"01","020","21","108",880
"01","020","21","109",1099
"01","020","21","115",961
"01","020","21","122",2416
"01","020","21","125",1021
"01","020","21","128",2706
"01","020","21","129",4144
"01","020","21","130",1614
"01","020","21","132",1319
"01","020","21","136",1106
"01","020","21","141",1173
"01","020","21","142",662
"01","020","21","144",672
"01","020","21","146",2152
"01","020","21","204",1487
"01","020","21","206",1056
"01","020","21","208",1064
"01","020","21","209",1176
"01","020","21","215",1007
"01","020","21","222",3209
"01","020","21","225",935
"01","020","21","228",2320
"01","020","21","229",2759
"01","020","21","230",534
"01","020","21","232",1329
"01","020","21","236",1255
"01","020","21","241",1307
"01","020","21","242",1136
"01","020","21","244",1440
"01","020","21","246",2265
"01","020","21","304",908
"01","020","22","006",1002
"01","020","22","007",917
"01","020","22","008",1149
"01","020","22","009",1183
"01","020","22","010",1228
"01","020","22","011",1372
"01","020","22","012",1168
"01","020","22","013",1262
"01","020","22","015",1175
"01","020","22","016",821
"01","020","22","017",1146
"01","020","22","021",2481
"01","020","22","022",1517
"01","020","22","024",1418
"01","020","22","026",1304
"01","020","22","027",1183
"01","020","22","029",1612
"01","020","22","031",1508
"01","020","22","032",548
"01","020","22","033",1133
"01","020","22","101",1124
"01","020","22","102",1448
"01","020","22","103",1029
"01","020","22","104",684
"01","020","22","105",1066
"01","020","22","114",750
"01","020","22","118",905
"01","020","22","119",1148
"01","020","22","120",1006
"01","020","22","123",958
"01","020","22","125",864
"01","020","22","128",804
"01","020","22","130",1112
"01","020","22","134",884
"01","020","22","201",995
"01","020","22","202",1310
"01","020","22","203",770
"01","020","22","204",976
"01","020","22","205",1151
"01","020","22","214",897
"01","020","22","218",869
"01","020","22","219",1149
"01","020","22","220",1029
"01","020","22","223",1154
"01","020","22","225",988
"01","020","22","228",852
"01","020","22","230",996
"01","020","22","234",862
"01","020","23","003",794
"01","020","23","004",1526
"01","020","23","101",1524
"01","020","23","102",647
"01","020","23","105",1380
"01","020","23","106",1487
"01","020","23","107",864
"01","020","23","108",924
"01","020","23","109",1324
"01","020","23","110",1105
"01","020","23","111",868
"01","020","23","112",1038
"01","020","23","201",2097
"01","020","23","202",919
"01","020","23","205",1328
"01","020","23","206",1452
"01","020","23","207",888
"01","020","23","208",782
"01","020","23","209",1166
"01","020","23","210",721
"01","020","23","211",958
"01","020","23","212",1575
"01","020","24","003",1345
"01","020","24","004",1387
"01","020","24","005",1012
"01","020","24","027",1277
"01","020","24","101",1905
"01","020","24","102",1920
"01","020","24","106",1270
"01","020","24","107",1129
"01","020","24","108",1409
"01","020","24","109",1090
"01","020","24","110",1127
"01","020","24","111",1413
"01","020","24","112",1494
"01","020","24","113",1202
"01","020","24","114",763
"01","020","24","115",1517
"01","020","24","116",1802
"01","020","24","117",1259
"01","020","24","118",702
"01","020","24","119",1195
"01","020","24","120",997
"01","020","24","121",1185
"01","020","24","122",856
"01","020","24","123",881
"01","020","24","124",1650
"01","020","24","125",1671
"01","020","24","126",966
"01","020","24","201",1416
"01","020","24","202",1882
"01","020","24","206",1413
"01","020","24","207",970
"01","020","24","208",1247
"01","020","24","209",1194
"01","020","24","210",1469
"01","020","24","211",1743
"01","020","24","212",1329
"01","020","24","213",1192
"01","020","24","214",979
"01","020","24","215",1447
"01","020","24","216",1604
"01","020","24","217",1303
"01","020","24","218",1325
"01","020","24","219",1089
"01","020","24","220",1089
"01","020","24","221",1278
"01","020","24","222",899
"01","020","24","223",830
"01","020","24","224",1546
"01","020","24","225",1597
"01","020","24","226",1008
"01","020","24","318",1856
"01","020","24","319",1339
"01","020","99","002",3791
"01","020","99","006",604
"01","020","99","007",900
"01","020","99","021",1221
"01","020","99","022",1204
"01","020","99","023",795
"01","020","99","024",1414
"01","020","99","026",1003
"01","020","99","027",1048
"01","020","99","039",994
"01","020","99","040",1539
"01","020","99","041",988
"01","020","99","042",1331
"01","020","99","043",1310
"01","020","99","044",985
"01","020","99","045",1000
"01","020","99","046",1373
"01","020","99","047",4403
"01","020","99","048",1011
"01","020","99","049",754
"01","020","99","050",1091
"01","020","99","052",1095
"01","020","99","053",1627
"01","020","99","054",1918
"01","020","99","056",1299
"01","020","99","057",1833
"01","020","99","058",1337
"01","020","99","064",1379
"01","020","99","065",874
"01","020","99","070",1593
"01","020","99","071",1282
"01","020","99","072",2324
"01","020","99","075",1185
"01","020","99","077",539
"01","020","99","099",2972
"01","020","99","108",1365
"01","020","99","125",906
"01","020","99","151",1614
"01","020","99","155",1023
"01","020","99","166",1816
"01","020","99","167",3291
"01","020","99","203",282
"01","020","99","204",2669
"01","020","99","205",608
"01","020","99","208",1184
"01","020","99","210",838
"01","020","99","225",746
"01","020","99","251",932
"01","020","99","255",1101
"01","020","99","266",1845
"01","020","99","267",965
"01","621","09","037",936
"01","622","16","040",667
"01","622","16","041",1287
"01","721","13","044",528
"01","721","13","045",1250
"01","721","13","046",1122
"01","721","16","236",289
"01","900","09","039",91
"01","900","09","040",147
"01","900","09","041",421
"01","900","09","042",252
"01","900","09","043",153
"01","900","09","044",264
"01","900","09","045",195
"01","900","09","046",132
"01","900","09","048",58
"01","900","09","050",174
"01","900","09","051",197
"01","900","09","052",126
"01","900","09","053",460
"01","900","09","056",89
"01","900","09","058",383
"01","900","09","059",308
"01","900","09","060",13
"01","900","09","061",125
"01","900","09","157",31
"01","900","11","079",1
"01","900","11","081",104
"01","900","11","082",174
"01","900","11","083",87
"01","900","11","084",96
"01","900","11","085",19
"01","900","11","088",36
"01","900","11","093",70
"01","900","11","095",52
"01","900","11","186",214
"01","900","11","187",67
"01","900","11","196",59
"01","900","11","198",61
"01","900","13","041",381
"01","900","13","047",32
"01","900","13","113",76
"01","900","13","136",108
"01","900","13","342",189
"01","900","16","029",297
"01","900","16","032",247
"01","900","16","033",140
"01","900","16","034",239
"01","900","16","035",3697
"01","900","16","037",290
"01","900","16","038",420
"01","900","16","126",189
"01","900","16","127",10
"01","900","16","131",395
"01","900","16","136",311
"01","900","16","139",76
"01","900","17","035",190
"01","900","17","036",78
"01","900","17","037",126
"01","900","17","133",35
"01","900","17","134",266
"01","900","17","138",206
"01","900","17","139",269
"01","900","17","140",44
"01","900","21","001",8
"01","900","99","001",172
"01","900","99","103",536
"01","900","99","104",95
"01","900","99","105",122
"01","900","99","110",124
"02","220","01","001",1084
"02","220","01","002",1119
"02","220","01","003",819
"02","220","01","004",1063
"02","220","01","005",1544
"02","220","01","006",1191
"02","220","01","007",1181
"02","220","01","008",1375
"02","220","01","009",2971
"02","220","01","010",713
"02","220","01","011",755
"02","220","01","012",892
"02","220","01","013",879
"02","220","01","014",676
"02","220","01","015",667
"02","220","01","016",816
"02","220","01","017",691
"02","220","01","018",1779
"02","220","01","020",1952
"02","220","01","022",2284
"02","220","01","023",2214
"02","220","01","024",220
"02","220","01","119",2108
"02","220","01","121",1767
"02","220","01","128",1978
"02","220","01","219",924
"02","220","01","221",1300
"02","220","01","228",2603
"02","220","01","328",3092
"02","521","07","008",1
"02","521","07","013",1261
"02","521","07","104",525
"02","521","07","105",1335
"02","521","07","106",561
"02","521","07","204",1285
"02","521","07","205",1478
"02","521","07","206",1343
"02","521","07","304",1508
"02","521","07","305",1685
"02","521","07","306",1218
"02","522","09","001",170
"02","522","09","004",148
"02","522","09","102",700
"02","522","09","103",681
"02","522","09","202",620
"02","522","09","203",340
"02","621","07","306",2
"02","621","08","001",832
"02","621","08","002",484
"02","621","08","003",255
"02","621","08","008",306
"02","621","08","009",652
"02","721","04","002",380
"02","724","07","003",935
"02","725","06","001",1149
"02","822","07","007",438
"02","823","07","012",710
"02","824","02","103",109
"02","824","02","202",4
"02","826","01","025",140
"02","827","03","201",16
"02","828","07","008",2771
"02","830","01","327",1642
"02","831","07","002",323
"02","833","07","014",527
"02","833","08","105",4
"02","900","01","026",564
"02","900","01","127",842
"02","900","01","527",601
"02","900","02","001",20
"02","900","02","102",54
"02","900","02","203",28
"02","900","03","002",35
"02","900","03","101",121
"02","900","03","103",142
"02","900","04","003",96
"02","900","04","004",12
"02","900","05","003",17
"02","900","05","101",107
"02","900","05","102",29
"02","900","06","002",31
"02","900","06","004",9
"02","900","06","103",29
"02","900","07","210",80
"02","900","07","309",50
"02","900","08","006",56
"02","900","08","007",20
"02","900","08","008",3
"02","900","08","104",231
"02","900","08","205",104
"02","900","09","006",69
"02","900","09","007",174
"02","925","07","110",306
"02","925","07","409",49
"02","927","06","205",264
"02","934","06","203",128
"02","945","05","201",4
"02","945","05","202",34
"02","952","03","203",27
"02","957","04","001",124
"02","958","01","427",790
"02","959","08","104",4
"02","959","08","105",424
"02","959","08","204",12
"02","961","01","727",52
"02","962","01","627",425
"02","963","07","509",15
"03","221","04","001",1686
"03","221","04","002",1186
"03","221","04","003",1309
"03","221","04","004",1307
"03","221","04","005",761
"03","221","04","006",898
"03","221","04","007",1240
"03","221","04","008",1582
"03","221","04","009",1691
"03","221","04","010",1158
"03","221","04","011",1563
"03","221","04","012",1653
"03","221","04","013",1660
"03","221","04","014",1348
"03","221","04","015",828
"03","221","04","016",575
"03","221","04","017",595
"03","221","04","018",2044
"03","221","04","019",1481
"03","221","04","020",1528
"03","221","04","021",1540
"03","221","04","022",1391
"03","221","04","023",1470
"03","221","04","024",2066
"03","221","04","026",1516
"03","221","04","027",1949
"03","221","04","029",1005
"03","221","04","030",853
"03","221","04","032",2277
"03","221","04","033",2078
"03","221","04","036",1992
"03","221","04","037",1781
"03","221","04","039",1637
"03","221","04","128",1967
"03","221","04","131",967
"03","221","04","134",2012
"03","221","04","135",1070
"03","221","04","138",1718
"03","221","04","140",1743
"03","221","04","141",840
"03","221","04","228",1845
