"DPTO","LOC","SECC","SEGM","Total"
"14","900","10","110",133
"14","900","10","112",92
"14","900","10","409",62
"14","900","10","509",36
"14","900","10","609",25
"14","921","04","117",45
"14","921","04","217",98
"14","921","04","317",145
"14","921","04","417",129
"14","923","05","104",236
"14","923","05","204",134
"14","926","04","015",83
"14","928","10","309",95
"14","929","05","017",457
"14","940","04","016",311
"14","940","04","208",19
"14","941","04","211",33
"14","941","05","210",24
"14","942","10","103",85
"14","942","10","203",115
"14","942","10","909",25
"14","948","09","001",16
"14","953","01","320",21
"14","957","05","118",328
"14","957","05","218",171
"14","957","05","309",6
"14","959","10","209",377
"14","960","10","109",94
"14","962","05","019",655
"14","962","05","110",57
"14","962","05","310",3
"14","962","05","410",108
"14","963","05","209",10
"14","964","01","220",30
"14","965","04","408",17
"14","965","10","212",15
"14","966","10","709",7
"14","967","10","809",10
"14","968","10","410",2
"14","969","10","113",6
"15","120","01","001",583
"15","120","01","002",1307
"15","120","01","003",749
"15","120","01","004",587
"15","120","01","005",615
"15","120","01","006",938
"15","120","01","007",954
"15","120","01","008",914
"15","120","01","009",1096
"15","120","01","011",1835
"15","120","01","012",1921
"15","120","01","013",1265
"15","120","01","014",1152
"15","120","01","015",640
"15","120","01","016",679
"15","120","01","017",1121
"15","120","01","018",1053
"15","120","01","019",1275
"15","120","01","020",1268
"15","120","01","021",315
"15","120","01","022",797
"15","120","01","023",370
"15","120","01","024",1121
"15","120","01","025",675
"15","120","01","026",930
"15","120","01","027",789
"15","120","01","028",1224
"15","120","01","029",643
"15","120","01","030",1944
"15","120","01","031",1389
"15","120","01","032",1405
"15","120","01","033",1822
"15","120","01","034",289
"15","120","01","110",2274
"15","120","01","139",5954
"15","120","01","210",2206
"15","120","01","235",52
"15","120","01","239",2072
"15","120","01","339",3487
"15","120","02","002",602
"15","120","02","003",611
"15","120","02","004",791
"15","120","02","005",384
"15","120","02","006",706
"15","120","02","007",633
"15","120","02","008",460
"15","120","02","009",803
"15","120","02","010",777
"15","120","02","011",780
"15","120","02","012",625
"15","120","02","013",253
"15","120","02","014",983
"15","120","02","015",538
"15","120","02","016",463
"15","120","02","017",944
"15","120","02","018",641
"15","120","02","019",1223
"15","120","02","020",746
"15","120","02","021",947
"15","120","02","022",374
"15","120","02","023",760
"15","120","02","024",1331
"15","120","02","025",1085
"15","120","02","026",551
"15","120","02","027",1274
"15","120","02","028",863
"15","120","02","029",1202
"15","120","02","030",1360
"15","120","02","031",1621
"15","120","02","033",1988
"15","120","02","034",593
"15","120","02","035",2163
"15","120","02","036",1175
"15","120","02","132",1607
"15","120","02","140",853
"15","120","02","232",2470
"15","120","02","240",1744
"15","120","02","337",319
"15","120","03","006",2568
"15","120","03","105",1481
"15","120","03","107",2290
"15","120","03","205",1434
"15","120","03","207",3473
"15","120","03","302",137
"15","120","03","305",891
"15","120","03","405",2190
"15","120","03","505",2594
"15","522","08","101",165
"15","522","08","102",198
"15","522","08","201",297
"15","522","08","202",417
"15","522","08","301",413
"15","522","08","302",436
"15","523","11","102",555
"15","523","11","103",594
"15","523","11","202",484
"15","523","11","203",657
"15","523","11","205",472
"15","721","05","205",7
"15","721","06","001",298
"15","722","03","011",654
"15","722","03","203",223
"15","723","08","105",225
"15","723","08","205",24
"15","723","08","305",34
"15","723","08","405",13
"15","821","03","010",285
"15","821","03","202",259
"15","822","04","007",206
"15","822","04","203",139
"15","823","10","402",212
"15","824","06","205",39
"15","825","07","007",138
"15","827","03","009",356
"15","828","11","106",59
"15","828","11","406",29
"15","829","10","203",54
"15","830","06","202",67
"15","831","09","001",210
"15","832","11","009",270
"15","900","01","036",139
"15","900","01","037",53
"15","900","01","038",154
"15","900","02","038",508
"15","900","02","137",856
"15","900","03","001",712
"15","900","03","008",86
"15","900","03","102",338
"15","900","03","103",403
"15","900","03","104",1041
"15","900","04","004",42
"15","900","04","101",60
"15","900","04","103",62
"15","900","04","105",56
"15","900","05","001",40
"15","900","05","002",32
"15","900","05","003",60
"15","900","05","104",264
"15","900","05","105",64
"15","900","06","004",145
"15","900","06","102",94
"15","900","06","103",110
"15","900","06","105",148
"15","900","07","004",289
"15","900","07","005",41
"15","900","07","102",355
"15","900","07","103",299
"15","900","08","003",47
"15","900","08","004",57
"15","900","09","002",43
"15","900","09","003",50
"15","900","09","004",76
"15","900","09","005",23
"15","900","10","103",137
"15","900","10","302",134
"15","900","11","004",76
"15","900","11","007",29
"15","900","11","008",1
"15","900","11","105",627
"15","900","11","306",98
"15","924","01","040",129
"15","924","01","335",26
"15","931","04","006",83
"15","935","05","006",160
"15","939","03","012",354
"15","943","08","006",184
"15","944","07","202",124
"15","945","10","102",120
"15","946","07","106",223
"15","949","07","206",733
"15","950","07","303",145
"15","957","05","205",64
"15","959","04","102",171
"15","965","04","201",224
"15","965","04","301",257
"15","966","03","013",447
"15","966","03","204",303
"15","969","02","039",19
"15","970","04","009",305
"15","970","04","205",155
"15","971","07","203",101
"15","972","07","003",30
"15","973","05","204",88
"15","974","02","237",67
"16","220","01","001",722
"16","220","01","002",1857
"16","220","01","003",1107
"16","220","01","004",1014
"16","220","01","005",1101
"16","220","01","006",1202
"16","220","01","007",1757
"16","220","01","008",1587
"16","220","01","009",1226
"16","220","01","010",1110
"16","220","01","011",1479
"16","220","01","012",849
"16","220","01","013",896
"16","220","01","014",498
"16","220","01","015",742
"16","220","01","016",1509
"16","220","01","017",1019
"16","220","01","018",814
"16","220","01","019",1517
"16","220","01","020",1181
"16","220","01","022",849
"16","220","01","023",153
"16","220","01","024",1115
"16","220","01","025",1269
"16","220","01","026",794
"16","220","01","027",1015
"16","220","01","028",201
"16","220","01","029",1428
"16","220","01","030",511
"16","220","01","031",948
"16","220","01","032",1411
"16","220","01","033",1820
"16","220","01","121",891
"16","220","01","221",948
"16","220","07","204",203
"16","421","06","001",1470
"16","421","06","022",2328
"16","421","06","102",1021
"16","421","06","103",1365
"16","421","06","202",1634
"16","421","06","203",1340
"16","421","06","303",909
"16","421","06","609",46
"16","421","06","709",53
"16","521","06","016",435
"16","521","06","112",1302
"16","521","06","113",1808
"16","521","06","114",697
"16","521","06","115",1907
"16","521","06","117",1093
"16","521","06","118",1835
"16","521","06","212",1160
"16","521","06","213",1113
"16","521","06","214",466
"16","521","06","215",771
"16","521","06","217",1362
"16","521","06","218",1884
"16","521","06","313",1066
"16","521","06","314",480
"16","521","06","315",1195
"16","521","06","317",1665
"16","621","02","002",494
"16","621","02","103",789
"16","621","02","203",939
"16","621","02","207",350
"16","621","02","407",32
"16","721","02","101",298
"16","721","02","201",313
"16","721","02","209",160
"16","722","06","121",873
"16","722","06","221",420
"16","722","06","321",369
"16","821","06","004",1214
"16","821","06","406",277
"16","822","07","001",222
"16","823","04","002",249
"16","823","07","006",95
"16","824","06","110",837
"16","824","06","111",1465
"16","824","06","210",1044
"16","824","06","211",1932
"16","824","06","311",1592
"16","825","02","104",221
"16","825","02","204",248
"16","826","06","005",963
"16","826","06","706",314
"16","827","02","005",738
"16","829","06","019",1087
"16","900","02","006",749
"16","900","02","008",748
"16","900","02","109",1535
"16","900","02","307",477
"16","900","03","002",197
"16","900","03","004",391
"16","900","03","005",197
"16","900","03","101",130
"16","900","03","103",168
"16","900","04","003",52
"16","900","04","004",74
"16","900","04","005",188
"16","900","04","006",210
"16","900","05","002",467
"16","900","05","103",767
"16","900","05","104",950
"16","900","06","108",338
"16","900","06","206",676
"16","900","06","207",419
"16","900","06","209",2107
"16","900","06","306",719
"16","900","06","407",784
"16","900","06","408",904
"16","900","06","409",767
"16","900","07","003",1285
"16","900","07","005",559
"16","900","07","104",613
"16","923","07","002",343
"16","924","05","007",28
"16","925","02","010",517
"16","926","06","024",620
"16","929","05","101",60
"16","929","05","201",614
"16","929","05","203",205
"16","929","05","301",475
"16","929","05","401",559
"16","929","05","501",324
"16","929","05","601",348
"16","932","06","123",165
"16","932","06","223",122
"16","932","06","323",122
"16","932","06","509",14
"16","933","05","006",61
"16","939","06","606",59
"16","945","06","025",162
"16","946","03","203",35
"16","947","05","005",183
"16","950","06","120",469
"16","950","06","220",818
"16","960","06","308",93
"16","961","06","307",215
"16","961","06","506",35
"16","962","06","309",149
"16","963","06","507",81
"16","964","03","201",99
"16","965","05","003",81
"16","965","05","303",53
"16","966","05","204",41
"17","220","01","001",935
"17","220","01","002",804
"17","220","01","003",607
"17","220","01","004",483
"17","220","01","005",643
"17","220","01","006",864
"17","220","01","007",843
"17","220","01","008",458
"17","220","01","009",805
"17","220","01","010",775
"17","220","01","011",675
"17","220","01","012",1522
"17","220","01","013",878
"17","220","01","014",1011
"17","220","01","015",827
"17","220","01","016",542
"17","220","01","017",714
"17","220","01","018",518
"17","220","01","019",1046
"17","220","01","020",595
"17","220","01","021",1186
"17","220","01","022",1210
"17","220","01","023",1312
"17","220","01","024",959
"17","220","01","025",1345
"17","220","01","026",1455
"17","220","01","027",1577
"17","220","01","028",737
"17","220","01","029",734
"17","220","01","030",1893
"17","220","01","031",1101
"17","220","01","032",2797
"17","220","01","033",471
"17","220","01","034",1692
"17","220","01","035",1187
"17","220","01","037",1828
"17","220","01","038",1004
"17","220","01","136",706
"17","220","01","236",3149
"17","220","01","239",39
"17","220","01","240",47
"17","321","03","002",1025
"17","321","03","006",1287
"17","321","03","007",1209
"17","321","03","008",1108
"17","321","03","009",1670
"17","321","03","010",546
"17","321","03","101",869
"17","321","03","103",1121
"17","321","03","104",802
"17","321","03","105",1008
"17","321","03","201",1272
"17","321","03","203",1221
"17","321","03","204",806
"17","321","03","205",779
"17","321","03","215",511
"17","321","03","304",789
"17","321","03","812",1151
"17","521","13","002",1158
"17","521","13","101",662
"17","521","13","103",828
"17","521","13","201",666
"17","521","13","203",1286
"17","621","06","101",733
"17","621","06","201",592
"17","621","12","101",570
"17","621","12","201",225
"17","622","07","001",770
"17","622","08","001",1353
"17","623","02","101",196
"17","623","02","102",36
"17","623","02","103",255
"17","623","02","201",73
"17","623","02","202",176
"17","623","02","203",68
"17","623","02","302",320
"17","624","11","003",381
"17","721","08","102",355
"17","721","08","202",428
"17","722","05","101",567
"17","722","05","201",431
"17","798","04","001",394
"17","822","05","403",151
"17","823","06","002",307
"17","823","12","002",250
"17","824","10","001",456
"17","825","03","011",430
"17","900","01","139",369
"17","900","01","140",1259
"17","900","02","005",96
"17","900","02","006",55
"17","900","03","013",210
"17","900","03","612",279
"17","900","04","002",589
"17","900","04","003",231
"17","900","05","002",499
"17","900","05","103",110
"17","900","06","003",281
"17","900","06","004",37
"17","900","06","005",66
"17","900","07","002",219
"17","900","07","003",163
"17","900","07","004",55
"17","900","08","003",57
"17","900","08","004",102
"17","900","08","005",145
"17","900","09","001",58
"17","900","09","002",145
"17","900","09","003",87
"17","900","10","002",62
"17","900","10","003",82
"17","900","10","004",96
"17","900","11","001",57
"17","900","11","102",70
"17","900","12","003",178
"17","900","12","004",167
"17","900","13","005",238
"17","900","13","104",335
"17","900","14","001",173
"17","900","14","002",42
"17","927","13","204",36
"17","928","11","302",73
"17","930","04","004",74
"17","931","02","004",118
"17","939","03","014",170
"17","950","03","112",410
"17","950","03","115",488
"17","950","03","412",454
"17","950","03","512",95
"17","950","03","712",514
"17","951","04","203",43
"17","952","05","203",131
"17","993","05","303",111
"18","220","01","001",903
"18","220","01","002",772
"18","220","01","003",1116
"18","220","01","004",813
"18","220","01","005",1950
"18","220","01","006",883
"18","220","01","007",779
"18","220","01","008",735
"18","220","01","009",622
"18","220","01","010",538
"18","220","01","011",793
"18","220","01","012",682
"18","220","01","013",663
"18","220","01","014",792
"18","220","01","016",1264
"18","220","01","017",1999
"18","220","01","018",824
"18","220","01","019",1937
"18","220","01","020",1296
"18","220","01","023",1445
"18","220","01","024",1643
"18","220","01","025",2228
"18","220","01","115",1261
"18","220","01","121",1691
"18","220","01","122",1633
"18","220","01","126",1766
"18","220","01","215",2856
"18","220","01","221",1763
"18","220","01","222",1163
"18","220","01","226",2467
"18","220","01","327",846
"18","220","01","527",13
"18","220","01","627",813
"18","220","06","001",3392
"18","220","06","002",1373
"18","220","06","003",467
"18","220","06","304",345
"18","220","06","404",541
"18","220","06","804",124
"18","220","14","101",1112
"18","220","14","102",1650
"18","220","14","201",966
"18","220","14","202",2153
"18","220","14","203",1683
"18","321","10","002",789
"18","321","10","003",579
"18","321","10","004",643
"18","321","10","005",664
"18","321","10","006",673
"18","321","10","007",807
"18","321","10","008",685
"18","321","10","009",548
"18","321","10","010",910
"18","321","10","011",852
"18","321","10","012",693
"18","321","10","014",444
"18","321","10","101",1697
"18","321","10","113",735
"18","321","10","201",990
"18","321","10","213",1205
"18","321","10","216",71
"18","521","09","003",565
"18","521","09","101",634
"18","521","09","102",480
"18","521","09","104",162
"18","521","09","201",424
"18","521","09","202",456
"18","521","09","302",355
"18","521","09","304",171
"18","521","09","404",168
"18","695","02","103",94
"18","695","02","203",356
"18","721","09","005",314
"18","721","11","001",373
"18","722","07","101",776
"18","722","07","201",1655
"18","722","07","401",281
"18","723","02","101",187
"18","723","02","102",399
"18","723","02","201",234
"18","723","02","202",217
"18","724","05","001",235
"18","822","03","202",160
"18","825","04","201",87
"18","827","03","203",107
"18","828","12","005",825
"18","828","12","303",137
"18","828","13","302",180
"18","829","02","208",510
"18","830","07","501",170
"18","831","07","203",98
"18","833","10","217",54
"18","834","14","007",298
"18","894","02","009",88
"18","900","01","427",940
"18","900","02","004",15
"18","900","02","005",41
"18","900","02","006",184
"18","900","02","007",201
"18","900","02","108",157
"18","900","03","004",36
"18","900","03","005",241
"18","900","03","007",61
"18","900","03","101",20
"18","900","03","102",46
"18","900","03","103",86
"18","900","03","106",672
"18","900","04","002",52
"18","900","04","003",31
"18","900","04","004",123
"18","900","04","005",30
"18","900","04","101",271
"18","900","05","003",215
"18","900","05","004",183
"18","900","05","006",94
"18","900","05","007",70
"18","900","06","005",49
"18","900","06","006",27
"18","900","06","504",690
"18","900","06","704",707
"18","900","07","002",67
"18","900","07","004",141
"18","900","07","005",92
"18","900","07","006",221
"18","900","07","103",88
"18","900","08","001",272
"18","900","08","102",213
"18","900","08","103",108
"18","900","09","006",338
"18","900","09","007",195
"18","900","09","008",92
"18","900","09","009",150
"18","900","09","010",147
"18","900","10","018",48
"18","900","10","116",85
"18","900","10","117",72
"18","900","11","002",80
"18","900","11","003",60
"18","900","11","004",29
"18","900","12","001",94
"18","900","12","002",141
"18","900","12","103",563
"18","900","12","104",175
"18","900","13","001",45
"18","900","13","003",207
"18","900","13","102",474
"18","900","14","004",30
"18","900","14","006",27
"18","900","14","103",164
"18","925","10","119",1
"18","925","10","219",15
"18","925","10","319",18
"18","925","10","419",8
"18","928","10","015",52
"18","931","11","005",218
"18","937","01","227",240
"18","952","05","002",19
"18","963","03","201",26
"18","971","06","604",24
"18","980","03","206",133
"18","990","08","203",51
"18","991","12","204",23
"18","992","08","202",110
"18","993","12","203",342
"18","993","13","202",121
"19","220","01","001",597
"19","220","01","002",671
"19","220","01","003",1078
"19","220","01","005",673
"19","220","01","006",1197
"19","220","01","007",1144
"19","220","01","008",1228
"19","220","01","009",1023
"19","220","01","010",767
"19","220","01","011",1211
"19","220","01","012",716
"19","220","01","014",988
"19","220","01","015",1088
"19","220","01","104",948
"19","220","01","113",912
"19","220","01","116",1292
"19","220","01","117",503
"19","220","01","118",638
"19","220","01","119",728
"19","220","01","120",1313
"19","220","01","204",773
"19","220","01","213",651
"19","220","01","216",638
"19","220","01","217",1087
"19","220","01","218",677
"19","220","01","219",811
"19","220","01","220",776
"19","220","01","222",48
"19","220","01","317",700
"19","220","01","319",601
"19","521","08","002",492
"19","521","08","003",290
"19","521","08","004",386
"19","521","08","005",774
"19","521","08","101",296
"19","521","08","201",103
"19","522","09","101",438
"19","522","09","102",343
"19","522","09","103",134
"19","522","09","104",526
"19","522","09","201",357
"19","522","09","202",422
"19","522","09","203",318
"19","522","09","204",561
"19","522","09","205",446
"19","522","09","303",265
"19","721","03","001",344
"19","722","02","101",477
"19","722","02","102",217
"19","722","02","201",257
"19","722","02","202",198
"19","722","02","207",281
"19","723","07","102",513
"19","723","07","202",686
"19","790","06","102",869
"19","790","06","202",352
"19","790","06","302",473
"19","821","03","002",127
"19","821","03","104",547
"19","822","05","101",156
"19","822","05","201",74
"19","896","06","001",133
"19","900","01","022",371
"19","900","01","025",73
"19","900","01","123",210
"19","900","01","124",201
"19","900","02","004",92
"19","900","02","005",43
"19","900","02","106",46
"19","900","02","307",101
"19","900","03","003",34
"19","900","03","005",38
"19","900","03","006",45
"19","900","03","107",87
"19","900","03","304",175
"19","900","04","001",73
"19","900","04","003",80
"19","900","04","004",50
"19","900","04","102",51
"19","900","05","002",51
"19","900","05","003",35
"19","900","05","004",20
"19","900","05","005",93
"19","900","06","003",103
"19","900","06","004",71
"19","900","06","005",62
"19","900","06","006",110
"19","900","07","004",95
"19","900","07","005",159
"19","900","07","006",117
"19","900","07","008",56
"19","900","07","107",93
"19","900","08","006",101
"19","900","08","007",43
"19","900","09","006",95
"19","900","09","105",98
"19","922","01","223",19
"19","924","03","207",62
"19","940","03","607",49
"19","941","07","001",68
"19","942","02","003",82
"19","947","04","202",16
"19","955","07","003",18
"19","956","01","121",2638
"19","956","01","221",1565
"19","956","01","224",70
"19","956","01","321",1393
"19","956","01","421",1116
"19","960","07","207",54
"19","961","02","506",21
"19","962","02","406",8
"19","963","03","504",39
"19","964","03","407",34
"19","965","03","507",29
"19","966","02","206",40
"19","967","03","604",41
"19","968","02","407",55
"19","969","03","307",72
"19","970","02","306",25
"19","971","03","404",116
